position,artist,title,year,youtube_link,spotify_link,base_year
163,Twenty One Pilots,Stressed Out,2015,https://www.youtube.com/watch?v=pXRviuL6vMY,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2025
164,BeyoncÃ©,Halo,2008,https://www.youtube.com/watch?v=bnVUHWCynig,https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb,2025
165,Maroon 5 & Christina Aguilera,Moves Like Jagger,2011,https://www.youtube.com/watch?v=iEPTlhBmwRg,https://open.spotify.com/track/1r299qCKBLgUS9XJ9m1kEx,2025
166,One Direction,Best Song Ever,2013,https://www.youtube.com/watch?v=o_v9MY_FMcw,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0,2025
167,Amy Winehouse,Back To Black,2006,https://www.youtube.com/watch?v=TJAfLE39ZZ8,https://open.spotify.com/track/30FURVTCpbKyykjSEQzGkH,2025
168,Donnie & Marco Schuitmaker,Hier Mag Alles,2023,https://www.youtube.com/watch?v=TeF7QbTzJCI,https://open.spotify.com/track/1sqe31TzOsjCeex1INgmsq,2025
169,Adele,Easy On Me,2021,https://www.youtube.com/watch?v=U3ASj1L6_sY,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,2025
170,Sia & Sean Paul,Cheap Thrills,2016,https://www.youtube.com/watch?v=nYh-n7EOtMA,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,2025
171,Kings Of Leon,Sex On Fire,2008,https://www.youtube.com/watch?v=RF0HhrwIwp0,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45,2025
172,Suzan & Freek & Claude,Vas-Y (Ga Maar),2023,https://www.youtube.com/watch?v=_tJe-7M7MKU,https://open.spotify.com/track/2GEuZRsMwllbjBFpdOOBAx,2025
173,Lady GaGa,Poker Face,2008,https://www.youtube.com/watch?v=bESGLojNYSo,https://open.spotify.com/track/5R8dQOPq8haW94K7mgERlO,2025
174,B.o.B & Hayley Williams Of Paramore,Airplanes,2010,https://www.youtube.com/watch?v=kn6-c223DUU,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO,2025
175,Tones And I,Dance Monkey,2019,https://www.youtube.com/watch?v=q0hyYWKXF0Q,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K,2025
176,Coldplay,Everglow,2015,https://www.youtube.com/watch?v=xn_1hFdE-5g,https://open.spotify.com/track/6r2BFEIErNwG0owW4rOQB8,2025
177,Lucenzo & Don Omar,Danza Kuduro,2011,https://www.youtube.com/watch?v=71sqkgaUncI,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,2025
178,Chef'Special,In Your Arms,2014,https://www.youtube.com/watch?v=9txfpUhG_bw,https://open.spotify.com/track/3wJmcmAh2YAfDSKQR8o1XS,2025
179,P!nk,Raise Your Glass,2010,https://www.youtube.com/watch?v=XjVNlG5cZyQ,https://open.spotify.com/track/1gv4xPanImH17bKZ9rOveR,2025
180,Shawn Mendes & Camila Cabello,SeÃ±orita,2019,https://www.youtube.com/watch?v=Pkh8UtuejGw,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2025
181,Rihanna & Calvin Harris,We Found Love,2011,https://www.youtube.com/watch?v=tg00YEETFzg,https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py,2025
182,BlÃ¸f,Zo Stil,2012,https://www.youtube.com/watch?v=YQIiyx4RS34,https://open.spotify.com/track/3ZcDSojpxWjRrKGw7GjdvT,2025
183,Taylor Swift,Cruel Summer,2019,https://www.youtube.com/watch?v=GrKQvyXpNgc,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2025
184,Ed Sheeran & Justin Bieber,I Don't Care,2019,https://www.youtube.com/watch?v=y83x7MgzWOA,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2025
185,Benson Boone,In The Stars,2022,https://www.youtube.com/watch?v=2n5GKLdrTfk,https://open.spotify.com/track/1ei3hzQmrgealgRKFxIcWn,2025
186,Armin Van Buuren & Kensington,Heading Up High,2015,https://www.youtube.com/watch?v=Q2C2V3kac08,https://open.spotify.com/track/7fDHYNpNfSJ7h0jDX440Y5,2025
187,Katy Perry,Hot N Cold,2008,https://www.youtube.com/watch?v=kTHNpusq654,https://open.spotify.com/track/0iGckQFyv6svOfAbAY9aWJ,2025
188,BeyoncÃ©,If I Were A Boy,2008,https://www.youtube.com/watch?v=AWpsOqh8q0M,https://open.spotify.com/track/1oQZk2bKBLgP1cbuFKvjkq,2025
189,Swedish House Mafia,Save The World,2011,https://www.youtube.com/watch?v=BXpdmKELE1k,https://open.spotify.com/track/65hRZOQkVjmBdusz1N7aOv,2025
190,MÃ¥neskin,The Loneliest,2022,https://www.youtube.com/watch?v=odWKEfp2QMY,https://open.spotify.com/track/1Ame8XTX6QHY0l0ahqUhgv,2025
191,Bruno Mars,Grenade,2010,https://www.youtube.com/watch?v=SR6iYWJxHqs,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,2025
192,Dua Lipa,Training Season,2024,https://www.youtube.com/watch?v=ZjBZ8MUnB0E,https://open.spotify.com/track/5b5cPscqVEMChvDqscVw26,2025
193,Alain Clark,Father & Friend,2007,https://www.youtube.com/watch?v=RbqF6Xv1mNU,https://open.spotify.com/track/40efaM6YEmp14UuYP44Hd0,2025
194,Enrique Iglesias & Sean Paul & Gente De Zona & Descemer Bueno,Bailando,2014,https://www.youtube.com/watch?v=b8I-7Wk_Vbc,https://open.spotify.com/track/3VMSMjB4Yx79FDDrmYCk3N,2025
195,Marco Borsato,Rood,2006,https://www.youtube.com/watch?v=RUsz1_cUe_4,https://open.spotify.com/track/3yxFiZHkQgJmLEyhij30rr,2025
196,Dean Lewis,Be Alright,2018,https://www.youtube.com/watch?v=I0czvJ_jikg,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2025
197,Alan Walker,Faded,2015,https://www.youtube.com/watch?v=60ItHLz5WEA,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2025
198,Jeugd Van Tegenwoordig,Watskeburt,2005,https://www.youtube.com/watch?v=rjER3EX948w,https://open.spotify.com/track/0rTQRDl0Y9zykUdH75UUrt,2025
199,Di-Rect,Through The Looking Glass,2022,https://www.youtube.com/watch?v=yYsEHg03OqQ,https://open.spotify.com/track/7j2TJXhcE1aAzB6Evmgvm0,2025
200,Michel TelÃ³,Ai Se Eu Te Pego!,2011,https://www.youtube.com/watch?v=hcm55lU9knw,https://open.spotify.com/track/4XHNR6VSE2JLNd65kNkX2L,2025
201,P!nk & Willow Sage Hart,Cover Me In Sunshine,2021,https://www.youtube.com/watch?v=vGZhMIXH62M,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2,2025
202,Avicii & Sandro Cavazza,Without You,2017,https://www.youtube.com/watch?v=WRz2MxhAdJo,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,2025
203,Red Hot Chili Peppers,Snow ((Hey Oh)),2006,https://www.youtube.com/watch?v=yuFI5KSPAt4,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO,2025
204,Adele,Skyfall,2012,https://www.youtube.com/watch?v=DeumyOzKqgI,https://open.spotify.com/track/3mr584ZFSkZrWja9kJAzlb,2025
205,Sabrina Carpenter,Espresso,2024,https://www.youtube.com/watch?v=eVli-tstM5E,https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,2025
206,La Fuente,I Want You,2022,https://www.youtube.com/watch?v=hDaWCcMnUjM,https://open.spotify.com/track/5ECWJFKkqePRH2SSlv8Ltq,2025
207,Coldplay,Adventure Of A Lifetime,2015,https://www.youtube.com/watch?v=QtXby3twMmI,https://open.spotify.com/track/4MFCXniy7I8tj0GXtf3wgC,2025
208,Justin Bieber & Ludacris,Baby,2010,https://www.youtube.com/watch?v=kffacxfA7G4,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,2025
209,Goldband,Noodgeval,2021,https://www.youtube.com/watch?v=Nm64Eag373Y,https://open.spotify.com/track/2LcmbuYX7tyR4DWy3b273L,2025
210,Timbaland & OneRepublic,Apologize,2007,https://www.youtube.com/watch?v=ZSM3w1v-A_Y,https://open.spotify.com/track/76MdMwQ4yiw1wIbA16sOrA,2025
211,Pitbull & John Ryan,Fireball,2014,https://www.youtube.com/watch?v=HMqgVXSvwGo,https://open.spotify.com/track/4Y7XAxTANhu3lmnLAzhWJW,2025
212,One Direction,History,2015,https://www.youtube.com/watch?v=yjmp8CoZBIo,https://open.spotify.com/track/0HMjXBAZmSYOTTi33WpMso,2025
213,Imagine Dragons,On Top Of The World,2013,https://www.youtube.com/watch?v=w5tWYmIOWGk,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0,2025
214,Vinzzent,Dromendans,2010,https://www.youtube.com/watch?v=q8AKb9h4-3M,https://open.spotify.com/track/5CMln9nwRTrlCfwXoz7cEK,2025
215,Rihanna,Don't Stop The Music,2007,https://www.youtube.com/watch?v=yd8jh9QYfEs,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy,2025
216,Son Mieux,Tonight,2023,https://www.youtube.com/watch?v=M7uRWmsbvyI,https://open.spotify.com/track/1ETezy1lYi2yilMwvG57Wk,2025
217,Elton John & Dua Lipa,Cold Heart (PNAU Remix),2021,https://www.youtube.com/watch?v=qod03PVTLqk,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,2025
218,Macklemore & Ryan Lewis & Ray Dalton,Can't Hold Us,2013,https://www.youtube.com/watch?v=VG3JsmOmDqw,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,2025
219,Jan Smit,Als De Morgen Is Gekomen,2006,https://www.youtube.com/watch?v=XJqj9iBHU-Q,https://open.spotify.com/track/7HPkvsnyQqQ6PmpLk7D7IR,2025
220,Kygo & Conrad,Firestone,2014,https://www.youtube.com/watch?v=f8kJa6JYK9Q,https://open.spotify.com/track/3Yq7Ig9IsrhiEJ8Ua7v7AY,2025
221,Niels Geusebroek,"Take Your Time Girl (Live At Ruud De Wild, 538)",2013,https://www.youtube.com/watch?v=53sTQT7BMJQ,https://open.spotify.com/track/62En58kZelNGnGvmJUMVC0,2025
222,Kelly Clarkson,Since U Been Gone,2005,https://www.youtube.com/watch?v=R7UrFYvl5TE,https://open.spotify.com/track/6JY1IdkZGeIcPegKxjSKeb,2025
223,Bruno Mars,24K Magic,2016,https://www.youtube.com/watch?v=UqyT8IEBkvY,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2025
224,Mary J. Blige & U2,One,2006,https://www.youtube.com/watch?v=ZpDQJnI4OhU,https://open.spotify.com/track/3Lk7RWStfLaHG7lXsuS87j,2025
225,David Guetta & Sia,She Wolf (Falling To Pieces),2012,https://www.youtube.com/watch?v=PVzljDmoPVs,https://open.spotify.com/track/1SgdUjvppHnIp6L7DZSnwc,2025
226,Script,Superheroes,2014,https://www.youtube.com/watch?v=WIm1GgfRz6M,https://open.spotify.com/track/37sINbJZcFdHFAsVNsPq1i,2025
227,Kris Kross Amsterdam & Donnie & Tino Martin,Vanavond (Uit M'n Bol),2022,https://www.youtube.com/watch?v=2lGchVhWL88,https://open.spotify.com/track/0gq4UgDPGFdqpsWshU7dmv,2025
228,P!nk,Fuckin' Perfect,2010,https://www.youtube.com/watch?v=Hl0qf1pgjEs,https://open.spotify.com/track/7ct1bZztkqljDCEslggLIk,2025
229,Weeknd,Can't Feel My Face,2015,https://www.youtube.com/watch?v=KEI4qSrkPAs,https://open.spotify.com/track/2FCSUEUktIl9wX6vluDq0A,2025
230,RondÃ©,Hard To Say Goodbye,2021,https://www.youtube.com/watch?v=e6g9xhf1LcQ,https://open.spotify.com/track/3AT0yKs2cWdKII3JBxzmqv,2025
231,Lady GaGa & Colby O'Donis,Just Dance,2008,https://www.youtube.com/watch?v=2Abk1jAONjw,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J,2025
232,Post Malone,Chemical,2023,https://www.youtube.com/watch?v=IzPQ_jA00bk,https://open.spotify.com/track/5w40ZYhbBMAlHYNDaVJIUu,2025
233,Nielson,Sexy Als Ik Dans,2014,https://www.youtube.com/watch?v=zKmsZzJQJV0,https://open.spotify.com/track/2zgYC13KDtqwVwNremDoWQ,2025
234,Armin Van Buuren & Chef'Special,Larger Than Life,2024,https://www.youtube.com/watch?v=GZ0jJ5Ngo_0,https://open.spotify.com/track/18W9I2wA2gvfzpo4Oqc04O,2025
235,BeyoncÃ©,Listen,2007,https://www.youtube.com/watch?v=y4gimHC7fKs,https://open.spotify.com/track/0xAVL3SQa8SxKdWJgly6Ht,2025
236,Shawn Mendes,Stitches,2015,https://www.youtube.com/watch?v=VbfpW0pbvaU,https://open.spotify.com/track/3zkWCteF82vJwv0hRLba76,2025
237,Kensington,Do I Ever,2016,https://www.youtube.com/watch?v=n0-E6BnCVFA,https://open.spotify.com/track/4r6bMqodL3zsAMQ44ojyjB,2025
238,Nick & Simon,Kijk Omhoog,2007,https://www.youtube.com/watch?v=D7B_MbL-uHo,https://open.spotify.com/track/09iiCqg36QCONd7Ofv7KoH,2025
239,Calvin Harris & Rihanna,This Is What You Came For,2016,https://www.youtube.com/watch?v=kOkQ4T5WO9E,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2025
240,Camila Cabello & Ed Sheeran,Bam Bam,2022,https://www.youtube.com/watch?v=-8VfKZCOo_I,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1,2025
241,Katy Perry,I Kissed A Girl,2008,https://www.youtube.com/watch?v=tAp9BKosZXs,https://open.spotify.com/track/14iN3o8ptQ8cFVZTEmyQRV,2025
242,Maaike Ouboter,Dat Ik Je Mis,2013,https://www.youtube.com/watch?v=ObGlgJPCZj4,https://open.spotify.com/track/5YYeOieVKYk5fH0dtqZvpp,2025
243,Gabry Ponte & Lum!x & Prezioso,Thunder,2021,https://www.youtube.com/watch?v=yCTxqM-aLtE,https://open.spotify.com/track/1uhWIaTYtivMXNFEZuX3m3,2025
244,Coldplay & Little Simz & Burna Boy & Elyanna & TINI,We Pray,2024,https://www.youtube.com/watch?v=knIbwsNGJyc,https://open.spotify.com/track/6xX6zmaXeKzB4u9TiM1XgU,2025
245,Adam Lambert,Whataya Want From Me,2009,https://www.youtube.com/watch?v=X1Fqn9du7xo,https://open.spotify.com/track/2rDwdvBma1O1eLzo29p2cr,2025
246,Taylor Swift,All Too Well (Taylor's Version),2021,https://www.youtube.com/watch?v=9OQBDdNHmXo,https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu,2025
247,Ava Max,Kings & Queens,2020,https://www.youtube.com/watch?v=jH1RNk8954Q,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,2025
248,RenÃ© Schuurmans,Laat De Zon In Je Hart,2007,https://www.youtube.com/watch?v=eqsevokfKoE,https://open.spotify.com/track/0t9yz53qpPYTavGiXLFXri,2025
249,Jordin Sparks & Chris Brown,No Air,2007,https://www.youtube.com/watch?v=WBKnpyoFEBo,https://open.spotify.com/track/1jUA4rb6ZCv4gby4YU53xq,2025
250,Axwell & Ingrosso,Sun Is Shining,2015,https://www.youtube.com/watch?v=nbXgHAzUWB0,https://open.spotify.com/track/3DGWhPZTvBWHjUxkWG491z,2025
251,5 Seconds Of Summer,Youngblood,2018,https://www.youtube.com/watch?v=-RJSbO8UZVY,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2025
252,Marco Borsato,Dochters,2008,https://www.youtube.com/watch?v=7azASBMAkOU,https://open.spotify.com/track/2y3lznWjrmXHD8rXEcfEhT,2025
253,Anne-Marie & Shania Twain,Unhealthy,2023,https://www.youtube.com/watch?v=Nc3dBG1NesE,https://open.spotify.com/track/2doTn2LWTKN1Z0lZJG2WQw,2025
254,Killers,Human,2008,https://www.youtube.com/watch?v=RIZdjT1472Y,https://open.spotify.com/track/1sTsuZTdANkiFd7T34H3nb,2025
255,Sera,Head Held High,2022,https://www.youtube.com/watch?v=6SXgE1X4f-o,https://open.spotify.com/track/60sCCPmAff8HfYWpaXQQ9e,2025
256,Kinderen Voor Kinderen,Bewegen Is Gezond,2013,https://www.youtube.com/watch?v=QUMygc3_JWA,https://open.spotify.com/track/3U2FMlenYkTKN6Dyb3STda,2025
257,Dua Lipa,Be The One,2015,https://www.youtube.com/watch?v=-rey3m8SWQI,https://open.spotify.com/track/1ixphys4A3NEXp6MDScfih,2025
258,Davina Michelle & Snelle,17 Miljoen Mensen,2020,https://www.youtube.com/watch?v=CjJkahGWBPI,https://open.spotify.com/track/7e42rjxCt8tPjglU9VyBcz,2025
259,Walk The Moon,Shut Up + Dance,2014,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA,2025
260,Shakira & Wyclef Jean,Hips Don't Lie,2006,https://www.youtube.com/watch?v=DUT5rEU6pqM,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,2025
261,One Direction,One Way Or Another (Teenage Kicks),2013,https://www.youtube.com/watch?v=36mCEZzzQ3o,https://open.spotify.com/track/3jZomvOBa5qfTo5HkqI1p5,2025
262,Adele,When We Were Young,2015,https://www.youtube.com/watch?v=a1IuJLebHgM,https://open.spotify.com/track/0cj2joJcY6b4XSRfj2eZOl,2025
263,Pitbull & Kesha,Timber,2013,https://www.youtube.com/watch?v=hHUbLv4ThOo,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS,2025
264,BlÃ¸f,Alles Is Liefde,2007,https://www.youtube.com/watch?v=y5NmKpwHXqM,https://open.spotify.com/track/4zdf0FuRioClijrZyAou9i,2025
265,Tate McRae,Greedy,2023,https://www.youtube.com/watch?v=To4SWGZkEPk,https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t,2025
266,P!nk,Dear Mr. President,2006,https://www.youtube.com/watch?v=AB6yA72rMF4,https://open.spotify.com/track/6ndF1XQNseMhJGp7wAAILs,2025
267,Avicii,Addicted To You,2014,https://www.youtube.com/watch?v=Qc9c12q3mrc,https://open.spotify.com/track/5GayeBzzXIEl6fY0cP42Z1,2025
268,Mark Ambor,Belong Together,2024,https://www.youtube.com/watch?v=r0c9Q21AfLA,https://open.spotify.com/track/5uQ7de4EWjb3rkcFxyEOpu,2025
269,Suzan & Freek,Blauwe Dag,2019,https://www.youtube.com/watch?v=keYF1D0LVQk,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2,2025
270,PSY,Gangnam Style,2012,https://www.youtube.com/watch?v=9bZkp7q19f0,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql,2025
271,Ed Sheeran,Shivers,2021,https://www.youtube.com/watch?v=Il0S8BoucSA,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,2025
272,Bruno Mars,Locked Out Of Heaven,2012,https://www.youtube.com/watch?v=e-fA-gBCkj0,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,2025
273,Cyril,Stumblin' In,2023,https://www.youtube.com/watch?v=d5wURLqNTXE,https://open.spotify.com/track/0h3Xy4V4apMraB5NuM8U7Z,2025
274,Anouk,Lost,2005,https://www.youtube.com/watch?v=dn_CjkNtl6s,https://open.spotify.com/track/3DDeQ8TedL00TiIV5NmFrn,2025
275,Lady GaGa,Alejandro,2010,https://www.youtube.com/watch?v=niqrrmev4mA,https://open.spotify.com/track/5JJ4mrnm9pvZHA8hsm1GSJ,2025
276,Claude,C'est La Vie,2025,https://www.youtube.com/watch?v=hEHwr5k9pd0,https://open.spotify.com/track/0b9RNAzGtDRRMQS1cF9HXT,2025
277,Basshunter,Boten Anna,2006,https://www.youtube.com/watch?v=1XK5-n4rR7Q,https://open.spotify.com/track/3N9huFk2IceMSlKoZLaUsv,2025
278,Billie Eilish,Birds Of A Feather,2024,https://www.youtube.com/watch?v=d5gf9dXbPi0,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,2025
279,Maroon 5 & Wiz Khalifa,Payphone,2012,https://www.youtube.com/watch?v=KRaWnd3LJfs,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A,2025
280,Mika,Grace Kelly,2007,https://www.youtube.com/watch?v=0CGVgAYJyjk,https://open.spotify.com/track/7dzUZec5MnWMyQnk5klnKR,2025
281,Martin Garrix & Dean Lewis,Used To Love,2019,https://www.youtube.com/watch?v=LEh9F67Z5n8,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP,2025
282,Gusttavo Lima,Balada,2012,https://www.youtube.com/watch?v=nVq2-gBz12w,https://open.spotify.com/track/2HHyqgKE4f1BOhJmMfkVF4,2025
283,Eminem & Rihanna,The Monster,2013,https://www.youtube.com/watch?v=EHkozMIXZ8w,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,2025
284,Teddy Swims,Bad Dreams,2024,https://www.youtube.com/watch?v=Qh8QwVYOSVU,https://open.spotify.com/track/3nHuKdFJZm78CoeBnDcFKe,2025
285,Imagine Dragons,Thunder,2017,https://www.youtube.com/watch?v=fKopy74weus,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2025
286,Alicia Keys,Girl On Fire,2012,https://www.youtube.com/watch?v=J91ti_MpdHA,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco,2025
287,Ariana Grande,One Last Time,2015,https://www.youtube.com/watch?v=BPgEgaPk62M,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,2025
288,Di-Rect,Times Are Changing,2009,https://www.youtube.com/watch?v=S8psxogp1es,https://open.spotify.com/track/2ChLCoNCOIXSKEgrRueGsy,2025
289,Daft Punk & Pharrell Williams,Get Lucky,2013,https://www.youtube.com/watch?v=5NV6Rdv1a3I,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,2025
290,Ellie Goulding,Love Me Like You Do,2015,https://www.youtube.com/watch?v=AJtDXIazrMo,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu,2025
291,P!nk,So What,2008,https://www.youtube.com/watch?v=FJfFZqTlWrQ,https://open.spotify.com/track/0JiY190vktuhSGN6aqJdrt,2025
292,Kraantje Pappie & MC Jiggy DjÃ©,Feesttent,2014,https://www.youtube.com/watch?v=0ldPL6W8ZLc,https://open.spotify.com/track/6j8BAXWXFUhghbsYnhwatS,2025
293,Sabrina Carpenter,Taste,2024,https://www.youtube.com/watch?v=KEG7b851Ric,https://open.spotify.com/track/5G2f63n7IPVPPjfNIGih7Q,2025
294,OneRepublic,Secrets,2010,https://www.youtube.com/watch?v=qHm9MG9xw1o,https://open.spotify.com/track/1NhPKVLsHhFUHIOZ32QnS2,2025
295,Marshmello & Kane Brown,Miles On It,2024,https://www.youtube.com/watch?v=RMmoyP_cpEg,https://open.spotify.com/track/4pkb8SbRGeHAvdb87v9rpf,2025
296,Niall Horan,This Town,2016,https://www.youtube.com/watch?v=ic1l36GrNOU,https://open.spotify.com/track/0qvzXomUDJVaUboy2wMfiS,2025
297,Green Day,Wake Me Up When September Ends,2004,https://www.youtube.com/watch?v=NU9JoFKlaZ0,https://open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm,2025
298,Flemming & Mart Hoogkamer,100%,2025,https://www.youtube.com/watch?v=8lpVa55nheE,https://open.spotify.com/track/1lzzSzBejW6m8UN2PdRsDv,2025
299,Miley Cyrus,Wrecking Ball,2013,https://www.youtube.com/watch?v=My2FRPA3Gf8,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,2025
300,Baseballs,Umbrella,2009,https://www.youtube.com/watch?v=URxzu8EFBVY,https://open.spotify.com/track/7Dne01NtfNyhp7vOj7uPPY,2025
301,Rag'n'Bone Man,Human,2016,https://www.youtube.com/watch?v=L3wKzyIN1yk,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2025
302,TiÃ«sto,The Business,2020,https://www.youtube.com/watch?v=nCg3ufihKyU,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,2025
303,Amy Winehouse,Rehab,2006,https://www.youtube.com/watch?v=KUmZp8pR1uc,https://open.spotify.com/track/3N4DI1vuTSX1tz7fa2NQZw,2025
304,Panic! At The Disco,High Hopes,2018,https://www.youtube.com/watch?v=IPXIgEAGe4U,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2025
305,Shawn Mendes,Mercy,2016,https://www.youtube.com/watch?v=KkGVmN68ByU,https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc,2025
306,Coldplay,Hymn For The Weekend,2015,https://www.youtube.com/watch?v=YykjpeuMNEk,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2025
307,Donnie & Rene Froger,Bon Gepakt,2021,https://www.youtube.com/watch?v=jmmMs943x9A,https://open.spotify.com/track/5fWyEc2ER2kselpeWQ6Yc7,2025
308,John Mayer & Taylor Swift,Half Of My Heart,2010,https://www.youtube.com/watch?v=aojTGWAqUIQ,https://open.spotify.com/track/7hR5toSPEgwFZ78jfHdANM,2025
309,DJ Snake & Justin Bieber,Let Me Love You,2016,https://www.youtube.com/watch?v=euCqAq6BRa4,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,2025
310,George Ezra,Budapest,2014,https://www.youtube.com/watch?v=VHrLPs3_1Fs,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1,2025
311,Marco Borsato & Matt Simons,Breng Me Naar Het Water,2016,https://www.youtube.com/watch?v=zfExEBCvdv0,https://open.spotify.com/track/5JzpyVGEXe87V15jPg883K,2025
312,Guru Josh Project,Infinity 2008 (Klaas Vocal Edit),2008,https://www.youtube.com/watch?v=dL3AiuTsbOU,https://open.spotify.com/track/3aQz0z86zrKjd1mcZlonxE,2025
313,Chef'Special,Afraid Of The Dark,2021,https://www.youtube.com/watch?v=TP7CPfj-N98,https://open.spotify.com/track/4YEsNhGhXXtefznetrzhMb,2025
314,Dua Lipa,Illusion,2024,https://www.youtube.com/watch?v=a9cyG_yfh1k,https://open.spotify.com/track/59xD5osEFsaNt5PXfIKUnX,2025
315,Simple Plan & Sean Paul,Summer Paradise,2012,https://www.youtube.com/watch?v=qjHlgrGsLWQ,https://open.spotify.com/track/03ZW7ctBFti8Odwn2hGZr9,2025
316,John Legend,Love Me Now,2016,https://www.youtube.com/watch?v=NmCFY1oYDeM,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2025
317,Kygo & Selena Gomez,It Ain't Me,2017,https://www.youtube.com/watch?v=u3VTKvdAuIY,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2025
318,Ed Sheeran,Photograph,2015,https://www.youtube.com/watch?v=nSDgHBxUbVQ,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,2025
319,Sergio Mendes & The Black Eyed Peas,Mas Que Nada,2006,https://www.youtube.com/watch?v=j43oD4l0vcU,https://open.spotify.com/track/0vFs2Eorve6vnnQcmItot1,2025
320,Katy Perry,Last Friday Night (T.G.I.F.),2010,https://www.youtube.com/watch?v=KlyXNRrsk4A,https://open.spotify.com/track/3oHNJECGN3bBoGXejlw2b1,2025
321,Lost Frequencies,Are You With Me,2014,https://www.youtube.com/watch?v=VjHMDlAPMUw,https://open.spotify.com/track/39QlSLkqq5shnpAXchT9sI,2025
322,RondÃ©,Bright Eyes,2022,https://www.youtube.com/watch?v=EivANtlIllo,https://open.spotify.com/track/4nANHm2DBZJTtnS5ngAgrY,2025
323,Bruno Mars,When I Was Your Man,2013,https://www.youtube.com/watch?v=ekzHIouo8Q4,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,2025
324,Joost Klein,Europapa,2024,https://www.youtube.com/watch?v=gT2wY0DjYGo,https://open.spotify.com/track/0uHrMbMv3c78398pIANDqR,2025
