position,artist,title,year,youtube_link,spotify_link,base_year
137,Inhaler,My Honest Face,2019,https://www.youtube.com/watch?v=CDU4-MOFb0Y,#MV,2019
138,Cardigans,Lovefool,1997,https://www.youtube.com/watch?v=NI6aOFI7hms,#MV,2019
139,dEUS,Instant Street,1999,https://www.youtube.com/watch?v=uyA01nH72NI,#MV,2019
140,Linkin Park,Numb,2003,https://www.youtube.com/watch?v=kXYiU_JCYtU,#MV,2019
141,Wolfmother,Woman,2005,https://www.youtube.com/watch?v=IRsc57nK8mg,#MV,2019
142,Prodigy,Firestarter,1996,https://www.youtube.com/watch?v=wmin5WkOuPw,#MV,2019
143,Gathering,Strange Machines,1996,https://www.youtube.com/watch?v=ghi1JDu3OY0,#MV,2019
144,White Lies,Farewell To The Fairground,2009,https://www.youtube.com/watch?v=KlmSqyMT0FQ,#MV,2019
145,Black Keys,Lonely Boy,2011,https://www.youtube.com/watch?v=a_426RiwST8,#MV,2019
146,Jeff Buckley,Grace,1993,https://www.youtube.com/watch?v=A3adFWKE9JE,#MV,2019
147,Rage Against The Machine,Bullet In The Head,1992,https://www.youtube.com/watch?v=v5NeyI4-fdI,#MV,2019
148,Foo Fighters,All My Life,2002,https://www.youtube.com/watch?v=xQ04WbgI9rg,#MV,2019
149,Tool,Lateralus,2001,https://www.youtube.com/watch?v=Y7JG63IuaWs,#MV,2019
150,AC/DC,Whole Lotta Rosie,1977,https://www.youtube.com/watch?v=BL58K-3XGKs,#MV,2019
151,Skunk Anansie,Weak,1995,https://www.youtube.com/watch?v=Amw-bnXbGCw,#MV,2019
152,Nirvana,In Bloom,1990,https://www.youtube.com/watch?v=PbgKEjNBHqM,#MV,2019
153,Urban Dance Squad,Demagogue,1994,https://www.youtube.com/watch?v=n2X_4kr-nsE,#MV,2019
154,New Order,Blue Monday 1988,1988,https://www.youtube.com/watch?v=9GMjH1nR0ds,#MV,2019
155,Nirvana,The Man Who Sold The World (Unplugged),1994,https://www.youtube.com/watch?v=fregObNcHC8,#MV,2019
156,Disturbed,The Sound Of Silence,2015,https://www.youtube.com/watch?v=u9Dg-g7t2l4,#MV,2019
157,Sonic Youth,Teenage Riot,1988,https://www.youtube.com/watch?v=xvDuATZCY8I,#MV,2019
158,Radiohead,No Surprises,1997,https://www.youtube.com/watch?v=u5CVsCnxyXg,#MV,2019
159,Elbow,Lippy Kids (Album Version),2011,https://www.youtube.com/watch?v=MuOhduGOqdw,#MV,2019
160,Arctic Monkeys,When The Sun Goes Down,2006,https://www.youtube.com/watch?v=EqkBRVukQmE,#MV,2019
161,Slipknot,Wait And Bleed,1999,https://www.youtube.com/watch?v=B1zCN0YhW1s,#MV,2019
162,Prodigy,Smack My Bitch Up,1997,https://www.youtube.com/watch?v=xW17jtkjvvg,#MV,2019
163,National,Fake Empire,2007,https://www.youtube.com/watch?v=KehwyWmXr3U,#MV,2019
164,Bruce Springsteen,Born To Run,1975,https://www.youtube.com/watch?v=Wu4_zVxmufY,#MV,2019
165,Led Zeppelin,Whole Lotta Love,1969,https://www.youtube.com/watch?v=HQmmM_qwG4k,#MV,2019
166,Placebo,Every You Every Me,1998,https://www.youtube.com/watch?v=OMaycNcPsHI,#MV,2019
167,Neil Young,Rockin' In The Free World,1989,https://www.youtube.com/watch?v=TnAgc1kgvLc,#MV,2019
168,Live,Lightning Crashes,1995,https://www.youtube.com/watch?v=xsJ4O-nSveg,#MV,2019
169,Amy Winehouse,Back To Black,2006,https://www.youtube.com/watch?v=TJAfLE39ZZ8,#MV,2019
170,Editors,An End Has A Start,2007,https://www.youtube.com/watch?v=oNFn_wi6T1E,#MV,2019
171,Queens Of The Stone Age,Little Sister,2005,https://www.youtube.com/watch?v=hGRqnNEOpe0,#MV,2019
172,Moțrhead,Ace Of Spades,1980,https://www.youtube.com/watch?v=3mbvWn1EY6g,#MV,2019
173,Spinvis,Kom Terug,2011,https://www.youtube.com/watch?v=9C4UbGbQYyc,#MV,2019
174,Green Day,American Idiot,2004,https://www.youtube.com/watch?v=Ee_uujKuJMI,#MV,2019
175,Sepultura,Roots Bloody Roots,1996,https://www.youtube.com/watch?v=F_6IjeprfEs,#MV,2019
176,Sam Fender,Hypersonic Missiles,2019,https://www.youtube.com/watch?v=CDsFKOrLWhU,#MV,2019
177,Michael Kiwanuka,Cold Little Heart,2016,https://www.youtube.com/watch?v=FngDSOuCNAA,#MV,2019
178,Metallica,The Unforgiven,1991,https://www.youtube.com/watch?v=DDGhKS6bSAE,#MV,2019
179,Biffy Clyro,Many Of Horror,2010,https://www.youtube.com/watch?v=mAh--lH0H3U,#MV,2019
180,Soundgarden,Jesus Christ Pose,1991,https://www.youtube.com/watch?v=14r7y6rM6zA,#MV,2019
181,R.E.M.,Nightswimming,1992,https://www.youtube.com/watch?v=1r1Iya6fI-4,#MV,2019
182,Rammstein,Mutter,2002,https://www.youtube.com/watch?v=gNdnVVHfseA,#MV,2019
183,Linkin Park,Crawling,2002,https://www.youtube.com/watch?v=Gd9OhYroLN0,#MV,2019
184,Madrugada,The Kids Are On High Street,2005,https://www.youtube.com/watch?v=Iy88icj0P-c,#MV,2019
185,Pearl Jam,Elderly Woman Behind The Counter In A Small Town (Live),1994,https://www.youtube.com/watch?v=zmjUcqdleCA,#MV,2019
186,Bush,Machinehead,1994,https://www.youtube.com/watch?v=5WPbqYoz9HA,#MV,2019
187,Muse,Time Is Running Out,2003,https://www.youtube.com/watch?v=O2IuJPh6h_A,#MV,2019
188,Gorillaz,Clint Eastwood,2001,https://www.youtube.com/watch?v=1V_xRb0x9aw,#MV,2019
189,Oasis,Live Forever (Album Version),1996,https://www.youtube.com/watch?v=TDe1DqxwJoc,#MV,2019
190,Volbeat,Lola Montez,2013,https://www.youtube.com/watch?v=e02gzZmjhVU,#MV,2019
191,Breeders,Cannonball,1993,https://www.youtube.com/watch?v=fxvkI9MTQw4,#MV,2019
192,Staat,Kitty Kitty,2018,https://www.youtube.com/watch?v=MWM9DC-31Xo,#MV,2019
193,AC/DC,Back In Black,1980,https://www.youtube.com/watch?v=pAgnJDJN4VA,#MV,2019
194,Live,I Alone,1994,https://www.youtube.com/watch?v=FNrQOUtXYOo,#MV,2019
