artist,title,year,base_year,youtube_link
Little Richard,Tutti Frutti,1955,2016,https://www.youtube.com/watch?v=F13JNjpNW6c
Roxy Music,A Song For Europe,1973,2016,https://www.youtube.com/watch?v=auOBhaXEDvA
Kevin Coyne,Marlene,1973,2016,https://www.youtube.com/watch?v=5NylZ5NzRVo
Bruce Springsteen,Point Blank,1978,2016,https://www.youtube.com/watch?v=l0DjrXDBJnU
Bee Gees,Stayin' Alive,1977,2016,https://www.youtube.com/watch?v=I_izvAbhExY
Motörhead,Ace Of Spades,1980,2016,https://www.youtube.com/watch?v=3mbvWn1EY6g
Roy Orbison,She's A Mystery To Me,1989,2016,https://www.youtube.com/watch?v=UJUEV46n6yY
Billy Paul,Me And Mrs. Jones,1973,2016,https://www.youtube.com/watch?v=NYOQDnWFXYI
Neil Diamond,Sweet Caroline,1969,2016,https://www.youtube.com/watch?v=4F_RCWVoL4s
Kraftwerk,Radioactivity,1975,2016,https://www.youtube.com/watch?v=X--F5b5IdqU
Zaz,Je Veux,2010,2016,https://www.youtube.com/watch?v=0TFNGRYMz1U
John Lee Hooker,Boom Boom,1961,2016,https://www.youtube.com/watch?v=o_6SlT3Yy10
Marvin Gaye,Inner City Blues (Make Me Wanna Holler),1971,2016,https://www.youtube.com/watch?v=57Ykv1D0qEE
Thunderclap Newman,Something In The Air,1969,2016,https://www.youtube.com/watch?v=RTZoJ01FpD8
Anne Clark,Sleeper In Metropolis,1983,2016,https://www.youtube.com/watch?v=aQ8GDG6Pygg
Beatles,The Fool On The Hill,1967,2016,https://www.youtube.com/watch?v=9FFLp_w6kH8&pp=0gcJCfwAo7VqN5tD
Joni Mitchell,Blue,1971,2016,https://www.youtube.com/watch?v=MvR7Dkg4NQU
Killers,Somebody Told Me,2004,2016,https://www.youtube.com/watch?v=Y5fBdpreJiU
Heart,Crazy On You,1976,2016,https://www.youtube.com/watch?v=yZjEC4WhCvg
Walkabouts,The Light Will Stay On,1995,2016,https://www.youtube.com/watch?v=LJpjcYqGjhw
Golden Earring,When The Lady Smiles,1984,2016,https://www.youtube.com/watch?v=E9-2sBo1T5s
David Bowie,Warszawa,1976,2016,https://www.youtube.com/watch?v=EAD1j32TiiY
Ann Christy,Dag Vreemde Man,1971,2016,https://www.youtube.com/watch?v=6CEc3V-0tPE
Dusty Springfield,I Think It's Going To Rain Today,1968,2016,https://www.youtube.com/watch?v=UliYGlmQd_c
Editors,Papillon,2009,2016,https://www.youtube.com/watch?v=Wq4tyDRhU_4
R.E.M.,Drive,1992,2016,https://www.youtube.com/watch?v=-UE7tXDKIus
Rolling Stones,She's A Rainbow,1967,2016,https://www.youtube.com/watch?v=6c1BThu95d8
Chris Isaak,Wicked Game,1989,2016,https://www.youtube.com/watch?v=jd-qI62gNJM
Leonard Cohen,Take This Waltz,1986,2016,https://www.youtube.com/watch?v=wfNOogGqSLA
Françoise Hardy,Comment Te Dire Adieu,1969,2016,https://www.youtube.com/watch?v=mwhX5V1Gn6w
The The,Uncertain Smile,1984,2016,https://www.youtube.com/watch?v=5bErFXjUGvQ
Bob Seger,Turn The Page,1972,2016,https://www.youtube.com/watch?v=3khH9ih2XJg
Lou Reed,Satellite Of Love,1972,2016,https://www.youtube.com/watch?v=kJoHspUta-E
Crowded House,Weather With You,1991,2016,https://www.youtube.com/watch?v=ag8XcMG1EX4
Muddy Waters,Mannish Boy,1955,2016,https://www.youtube.com/watch?v=bSfqNEvykv0
Mama's & The Papa's,California Dreamin',1965,2016,https://www.youtube.com/watch?v=N-aK6JnyFmk
Eddie Vedder,Society,2007,2016,https://www.youtube.com/watch?v=lm8oxC24QZc
Doors,Break On Through,1967,2016,https://www.youtube.com/watch?v=gdnzBNMfZfo&pp=0gcJCRsBo7VqN5tD
Bruce Springsteen,I'm On Fire,1984,2016,https://www.youtube.com/watch?v=lrpXArn3hII
David Sylvian & Riuichi Sakamoto,Forbidden Colours,1983,2016,https://www.youtube.com/watch?v=x1YkHJJi-tc
Blue Öyster Cult,Don't Fear The Reaper,1976,2016,https://www.youtube.com/watch?v=Dy4HA3vUv2c
Van Morrison,And It Stoned Me,1970,2016,https://www.youtube.com/watch?v=AYqJtqyeilE
Talking Heads,Slippery People (Live),1985,2016,https://www.youtube.com/watch?v=ZCHv9jHHgwU
Pulp,Common People,1995,2016,https://www.youtube.com/watch?v=yuTMWgOduFM
Wings,Maybe I'm Amazed,1977,2016,https://www.youtube.com/watch?v=cdDPR8GzXy8
Michelle Shocked,Anchorage,1988,2016,https://www.youtube.com/watch?v=DuYfymCwtFs
Buffalo Tom,Taillights Fade,1992,2016,https://www.youtube.com/watch?v=sEjmJ1Ge00U
Adriano Celentano,Prisencolinensinainciusol,1972,2016,https://www.youtube.com/watch?v=bQDY3HFkh_Y
Japan,Nightporter,1980,2016,https://www.youtube.com/watch?v=YZVn9y0XfoI
Minnie Riperton,Lovin' You,1975,2016,https://www.youtube.com/watch?v=KhaUnHJjS8A
Laura Marling,Rambling Man,2010,2016,https://www.youtube.com/watch?v=1YXKWOTGskY
Richard Hawley,Open Up Your Door,2009,2016,https://www.youtube.com/watch?v=lx4xrYx_KHY
Kraftwerk,The Model,1978,2016,https://www.youtube.com/watch?v=GEnx9xS79Lc
Jam,Going Underground,1980,2016,https://www.youtube.com/watch?v=AE1ct5yEuVY
Tom Petty & The Heartbreakers,Refugee,1979,2016,https://www.youtube.com/watch?v=fFnOfpIJL0M
Roy Orbison,Pretty Woman,1964,2016,https://www.youtube.com/watch?v=_PLq0_7k1jk
Prince,Controversy,1981,2016,https://www.youtube.com/watch?v=4gazNwzC4H0
Mazzy Star,Fade Into You,1993,2016,https://www.youtube.com/watch?v=ImKY6TZEyrI
Van Morrison,Real Real Gone,1990,2016,https://www.youtube.com/watch?v=PVVkJI_2hog
Led Zeppelin,Immigrant Song,1970,2016,https://www.youtube.com/watch?v=y8OtzJtp-EM
Bill Withers,Ain't No Sunshine,1971,2016,https://www.youtube.com/watch?v=YuKfiH0Scao&pp=0gcJCRsBo7VqN5tD
Grace Jones,I've Seen That Face Before,1981,2016,https://www.youtube.com/watch?v=nIN3IE3DHqc
Daan,Victory,2004,2016,https://www.youtube.com/watch?v=eIIUw58vUro
Bread,The Guitar Man,1972,2016,https://www.youtube.com/watch?v=CpOjQvADLG4
Paul Simon,The Boy In The Bubble,1986,2016,https://www.youtube.com/watch?v=Uy5T6s25XK4
Beatles,Penny Lane,1967,2016,https://www.youtube.com/watch?v=S-rB0pHI9fU
Blondie,Denis,1978,2016,https://www.youtube.com/watch?v=ahGxiSV_LH0
Tracy Chapman,Baby Can I Hold You,1988,2016,https://www.youtube.com/watch?v=DqoLMGSBGYc
Laïs,'t Smidje,1998,2016,https://www.youtube.com/watch?v=sZS8sCdx-Xg
Bob Marley & The Wailers,Three Little Birds,1977,2016,https://www.youtube.com/watch?v=HNBCVM4KbUM
Norah Jones,Don't Know Why,2001,2016,https://www.youtube.com/watch?v=tO4dxvguQDk
Stevie Wonder,Sir Duke,1976,2016,https://www.youtube.com/watch?v=EnNgASBdCeo
Warren Zevon,Let Nothing Come Between You,1982,2016,https://www.youtube.com/watch?v=bCpYKJE6LpQ
Johnny Cash,One,2000,2016,https://www.youtube.com/watch?v=CGrR-7_OBpA
Frank Zappa,Bobby Brown,1978,2016,https://www.youtube.com/watch?v=SXi_zoW-Wr4
Patti Smith,People Have The Power,1988,2016,https://www.youtube.com/watch?v=pPR-HyGj2d0
White Stripes,Jolene (Live Under Blackpool Lights),2004,2016,https://www.youtube.com/watch?v=yXlULkwhgrc
Bob Dylan,Blind Willie McTell,1991,2016,https://www.youtube.com/watch?v=_AIRdU6CPf0
Arctic Monkeys,I Bet You Look Good On The Dancefloor,2005,2016,https://www.youtube.com/watch?v=pK7egZaT3hs
Cure,Seventeen Seconds,1980,2016,https://www.youtube.com/watch?v=NRI5fDAtw5s
Eefje De Visser,Ongeveer,2013,2016,https://www.youtube.com/watch?v=vC_kKMHZGpk
Faithless,Insomnia (CEC Radio Mix),1995,2016,https://www.youtube.com/watch?v=vG1eZwYRLG4
Stranglers,No Mercy,1985,2016,https://www.youtube.com/watch?v=7GndSz_0fB8
Grandaddy,"He's Simple, He's Dumb, He's The Pilot",2000,2016,https://www.youtube.com/watch?v=IURAKQV7q_o
Falco,Jeanny (Part 1),1985,2016,https://www.youtube.com/watch?v=Urw-iutHw5E
Mercedes Sosa,Gracias A La Vida,1971,2016,https://www.youtube.com/watch?v=cIrGQD84F1g
Pearl Jam,Even Flow,1991,2016,https://www.youtube.com/watch?v=CxKWTzr-k6s
"Earth, Wind & Fire & The Emotions",Boogie Wonderland,1979,2016,https://www.youtube.com/watch?v=god7hAPv8f0
Free,All Right Now,1970,2016,https://www.youtube.com/watch?v=vqdCZ0yHNa4
Sound,Winning,1981,2016,https://www.youtube.com/watch?v=ZXfxqM__hwk
Johan Verminnen,Brussel,1976,2016,https://www.youtube.com/watch?v=qwq-ZjePQOs
Neil Young & Crazy Horse,Down By The River,1969,2016,https://www.youtube.com/watch?v=TiX8Rz5C3LY
Booker T. & The M.G.'s,Green Onions,1962,2016,https://www.youtube.com/watch?v=0oox9bJaGJ8
Echo & The Bunnymen,Bring On The Dancing Horses,1985,2016,https://www.youtube.com/watch?v=V_bJf3foa5I
Joe Jackson,Real Men,1982,2016,https://www.youtube.com/watch?v=4ydOAVpVZ00
Queen,Don't Stop Me Now,1978,2016,https://www.youtube.com/watch?v=HgzGwKwLmgM
Pink Floyd,Us And Them (Album Version),1973,2016,https://www.youtube.com/watch?v=HoLhKJuGhK0
Hugo Raspoet,Helena,1970,2016,https://www.youtube.com/watch?v=Do-YbG5avPI
George Harrison,What Is Life,1971,2016,https://www.youtube.com/watch?v=fiH9edd25Bc
Wilco,Impossible Germany,2007,2016,https://www.youtube.com/watch?v=WBpDs-BfwO0
Kommil Foo,Ruimtevaarder,2002,2016,https://www.youtube.com/watch?v=33JWX_TPHlE
Rolling Stones,Happy,1972,2016,https://www.youtube.com/watch?v=q-QXotF03Yc
Stash,Sadness,2004,2016,https://www.youtube.com/watch?v=4wknCrS2asc
Paul Simon,You Can Call Me Al,1986,2016,https://www.youtube.com/watch?v=uq-gYOrU8bA
Fleetwood Mac,Need Your Love So Bad,1968,2016,https://www.youtube.com/watch?v=RtmW2ek7WkQ
Rory Gallagher,Goin' To My Hometown,1974,2016,https://www.youtube.com/watch?v=r76pIb-fUs0
Patti Smith Group,Dancing Barefoot,1979,2016,https://www.youtube.com/watch?v=ZKIWYddocpA
Kreuners,Layla,1982,2016,https://www.youtube.com/watch?v=3kOLegK7Kfg&pp=0gcJCRsBo7VqN5tD
Doors,People Are Strange,1967,2016,https://www.youtube.com/watch?v=AgHaGrZkkv4
Richard Hawley,The Ocean,2005,2016,https://www.youtube.com/watch?v=PzYgJWGlkD8
Stevie Wonder,I Wish,1977,2016,https://www.youtube.com/watch?v=c7IYSAUj78g
Gabriel Rios,Gold (Thomas Jack Remix),2014,2016,https://www.youtube.com/watch?v=k1lVvbKX8Ns
Question Mark & The Mysterians,96 Tears,1966,2016,https://www.youtube.com/watch?v=R7uC5m-IRns
Billy Joel,Just The Way You Are,1977,2016,https://www.youtube.com/watch?v=HaA3YZ6QdJU
Nick Cave & The Bad Seeds & Kylie Minogue,Where The Wild Roses Grow,1995,2016,https://www.youtube.com/watch?v=lDpnjE1LUvE
Miriam Makeba,Pata Pata,1967,2016,https://www.youtube.com/watch?v=lNeP3hrm__k
Air & Beth Hirsch,All I Need,1997,2016,https://www.youtube.com/watch?v=xpahYJ7UpP4
Blondie,Heart Of Glass,1978,2016,https://www.youtube.com/watch?v=WGU_4-5RaxU
Sigur Rós,Svefn-G-Englar,1999,2016,https://www.youtube.com/watch?v=8L64BcCRDAE
Ike & Tina Turner,River Deep-Mountain High,1966,2016,https://www.youtube.com/watch?v=uj0wPrN_Y_4
Paolo Nutini,Iron Sky,2014,2016,https://www.youtube.com/watch?v=ELKbtFljucQ
Jacques Brel,La Chanson De Jacky,1966,2016,https://www.youtube.com/watch?v=jxYVa0q8q_U
Guido Belcanto & An Pierlé,Toverdrank,2011,2016,https://www.youtube.com/watch?v=BFS1aT654ow
Ben E. King,Stand By Me,1961,2016,https://www.youtube.com/watch?v=hwZNL7QVJjE
Sonic Youth,Superstar,1994,2016,https://www.youtube.com/watch?v=Y21VecIIdBI
Aretha Franklin,Respect,1967,2016,https://www.youtube.com/watch?v=6FOUqQt3Kg0
Beatles,Tomorrow Never Knows,1966,2016,https://www.youtube.com/watch?v=pHNbHn3i9S4
Bob Seger & The Silver Bullet Band,Mainstreet,1977,2016,https://www.youtube.com/watch?v=w8VHLYXaVaU
Plain White T's,Hey There Delilah,2007,2016,https://www.youtube.com/watch?v=h_m-BjrxmgI
George Baker Selection,Little Green Bag,1969,2016,https://www.youtube.com/watch?v=4b1wt3-zpzQ
Balthazar,Do Not Claim Them Anymore,2012,2016,https://www.youtube.com/watch?v=BETyaQWPULM
Love,Alone Again Or,1967,2016,https://www.youtube.com/watch?v=cPbNpIG8x_s
Joe Jackson,Is She Really Going Out With Him,1978,2016,https://www.youtube.com/watch?v=6TzKSFbsh2Y
Gnarls Barkley,Crazy,2006,2016,https://www.youtube.com/watch?v=-N4jf6rtyuw
Marble Sounds,Leave A Light On,2013,2016,https://www.youtube.com/watch?v=XnQE8Z3vJ_4
Fleetwood Mac,The Chain,1977,2016,https://www.youtube.com/watch?v=kBYHwH1Vb-c
Arcade Fire,Intervention,2007,2016,https://www.youtube.com/watch?v=wzf8A4Qd6iQ
Moby,Go,1991,2016,https://www.youtube.com/watch?v=N_Qwo8sT9U0
Luka Bloom,Sunny Sailor Boy,1994,2016,https://www.youtube.com/watch?v=z7oqzAoeIlQ
Ferré Grignard,"Ring, Ring, I've Got To Sing",1966,2016,https://www.youtube.com/watch?v=tJKmfFa-Hd8
Anne Clark,Our Darkness,1984,2016,https://www.youtube.com/watch?v=OguHIyNNblM
Led Zeppelin,Dazed And Confused,1968,2016,https://www.youtube.com/watch?v=w772GXG5LnE
Rod Stewart,Sailing,1975,2016,https://www.youtube.com/watch?v=FOt3oQ_k008
dEUS,Roses,1996,2016,https://www.youtube.com/watch?v=8Gj2MCf2G80
Queen,Somebody To Love,1976,2016,https://www.youtube.com/watch?v=kijpcUv-b8M
Nick Drake,Pink Moon,1972,2016,https://www.youtube.com/watch?v=xqe6TF2y8i4
Mumford & Sons,I Will Wait,2012,2016,https://www.youtube.com/watch?v=rGKfrgqWcv0
Bonnie Raitt,I Can't Make You Love Me,1991,2016,https://www.youtube.com/watch?v=nW9Cu6GYqxo
Oasis,Live Forever,1996,2016,https://www.youtube.com/watch?v=TDe1DqxwJoc
Deep Purple,Black Night,1970,2016,https://www.youtube.com/watch?v=vuxljLxapLU
Elvis Costello,Good Year For The Roses,1981,2016,https://www.youtube.com/watch?v=1hBWBVVFA4c
Wigbert,Ebbenhout Blues,1991,2016,https://www.youtube.com/watch?v=U7MF3BOmd7I
Eurythmics,Sweet Dreams (Are Made Of This),1983,2016,https://www.youtube.com/watch?v=qeMFqkcPYcg
Eagles,Take It To The Limit,1975,2016,https://www.youtube.com/watch?v=MxQXKO194XM
Sex Pistols,God Save The Queen,1977,2016,https://www.youtube.com/watch?v=g-38GX2YQig
David Bowie,Amsterdam,1973,2016,https://www.youtube.com/watch?v=4uPZIG5BHD4
Cure,Just Like Heaven,1987,2016,https://www.youtube.com/watch?v=n3nPiBai66M
T. Rex,Get It On,1971,2016,https://www.youtube.com/watch?v=wZkTh_T75QY
Visage,Fade To Grey,1980,2016,https://www.youtube.com/watch?v=vMPR6Ujop4k
Jim Reeves,He'll Have To Go,1960,2016,https://www.youtube.com/watch?v=bpi8Bek6jdM
Talking Heads,Burning Down The House,1983,2016,https://www.youtube.com/watch?v=_3eC35LoF4U
Damien Rice,The Blowers Daughter,2001,2016,https://www.youtube.com/watch?v=5YXVMCHG-Nk
Stevie Wonder,As,1976,2016,https://www.youtube.com/watch?v=GYQfWJNWe3I
Loudon Wainwright III,Your Mother And I,1986,2016,https://www.youtube.com/watch?v=uBL-YDVJ8Bc
Melanie,Beautiful People,1969,2016,https://www.youtube.com/watch?v=PoyyZEaDUyU
Tori Amos,Cornflake Girl,1994,2016,https://www.youtube.com/watch?v=w_HA5Czhtx4
Yevgueni,Als Ze Lacht,2004,2016,https://www.youtube.com/watch?v=w0Ws-T-Q5n4
Rolling Stones,You Can't Always Get What You Want,1969,2016,https://www.youtube.com/watch?v=Ef9QnZVpVd8
Derroll Adams,Oregon,1977,2016,https://www.youtube.com/watch?v=MCD6ZmJ6YpM
Elvis Presley,Hound Dog!,1956,2016,https://www.youtube.com/watch?v=-eHJ12Vhpyc
Steely Dan,Aja,1977,2016,https://www.youtube.com/watch?v=D-FMrz7OwLo
Cesária Évora,Sodade,1992,2016,https://www.youtube.com/watch?v=ERYY8GJ-i0I
New Order,Blue Monday,1983,2016,https://www.youtube.com/watch?v=c1GxjzHm5us
Crowded House,Four Seasons In One Day,1992,2016,https://www.youtube.com/watch?v=si3dBlNdifE
Hannelore Bedert,Altijd Nooit Meer,2008,2016,https://www.youtube.com/watch?v=LqXq7s_t7hY
Box Tops,The Letter,1967,2016,https://www.youtube.com/watch?v=HIWY8UyW9bw
Kate Bush,Babooshka,1980,2016,https://www.youtube.com/watch?v=6xckBwPdo1c
Bram Vermeulen,De Steen,1988,2016,https://www.youtube.com/watch?v=1gEF2b3x8pg
Romantics,What I Like About You,1979,2016,https://www.youtube.com/watch?v=Rqnw5IfbZOU
Jo Lemaire,C'est Mon Bateau,1990,2016,https://www.youtube.com/watch?v=gbWef6HpZPs
Del Shannon,Runaway,1961,2016,https://www.youtube.com/watch?v=0S13mP_pfEc
Pretenders,Brass In Pocket,1979,2016,https://www.youtube.com/watch?v=0H6re3PCP3E
Arno,Vive Ma Liberté,1993,2016,https://www.youtube.com/watch?v=86u3GqQ9b3Q
Van Morrison,Into The Mystic,1970,2016,https://www.youtube.com/watch?v=syIUmrSJWAU
Marvin Gaye,Sexual Healing,1982,2016,https://www.youtube.com/watch?v=rjlSiASsUIs
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,1974,2016,https://www.youtube.com/watch?v=4cia_v4vxfE
Laurie Anderson,O Superman,1981,2016,https://www.youtube.com/watch?v=Vkfpi2H8tOE
Peter Fox,Haus Am See,2009,2016,https://www.youtube.com/watch?v=j-XKgB5guDQ
Joni Mitchell,A Case Of You,1971,2016,https://www.youtube.com/watch?v=qAZp5JfDmz4
Daan,Housewife,2004,2016,https://www.youtube.com/watch?v=hAnGHhITS8c
Martha & The Muffins,Echo Beach,1980,2016,https://www.youtube.com/watch?v=lpqDTQOFvf0
Dire Straits,Private Investigations,1982,2016,https://www.youtube.com/watch?v=P9K27HvhDxA
Elliott Smith,Between The Bars,1997,2016,https://www.youtube.com/watch?v=n5g-91mwiNs
Long John Baldry,(Walk Me Out In The) Morning Dew,1981,2016,https://www.youtube.com/watch?v=9eYvY4TqBks
Eric Clapton,Layla (Acoustic),1992,2016,https://www.youtube.com/watch?v=EOs0qeiJyIg
Velvet Underground,Venus In Furs,1967,2016,https://www.youtube.com/watch?v=AwzaifhSw2c
Snow Patrol,Chasing Cars,2006,2016,https://www.youtube.com/watch?v=GemKqzILV4w
Talking Heads,Crosseyed And Painless,1980,2016,https://www.youtube.com/watch?v=z92avHmgDRA
Ray Charles,Hallelujah I Love Her So,1955,2016,https://www.youtube.com/watch?v=v-JsqKlVVGk
Gorki,Lieve Kleine Piranha,1991,2016,https://www.youtube.com/watch?v=9GiA6txZKHI
Daft Punk & Pharrell Williams,Get Lucky,2013,2016,https://www.youtube.com/watch?v=5NV6Rdv1a3I
Doors,Roadhouse Blues,1970,2016,https://www.youtube.com/watch?v=n2_X4VTCoEo&pp=0gcJCfwAo7VqN5tD
Toy,Suspicion,1980,2016,https://www.youtube.com/watch?v=0p7K7a7kdj4
Jim Croce,Time In A Bottle,1971,2016,https://www.youtube.com/watch?v=Q29sOLG8xGE
Neil Young,Southern Man,1970,2016,https://www.youtube.com/watch?v=m5FCcDEA6mY
Troggs,Wild Thing,1966,2016,https://www.youtube.com/watch?v=gSWInYFVksg
Suzanne Vega,Marlene On The Wall,1985,2016,https://www.youtube.com/watch?v=NFw5DptU318
Lieven,Neerhof,1976,2016,https://www.youtube.com/watch?v=qGej49vea40
"Earth, Wind & Fire",September,1978,2016,https://www.youtube.com/watch?v=Gs069dndIYk
SX,Black Video,2011,2016,https://www.youtube.com/watch?v=6kjq6p0cMvk
Santana,She's Not There,1978,2016,https://www.youtube.com/watch?v=K4jdiJA2TtQ
Serge Gainsbourg,Je Suis Venu Te Dire Que Je M'en Vais,1973,2016,https://www.youtube.com/watch?v=AuxFRUNv_ww
Madou,Niets Is Voor Altijd,1982,2016,https://www.youtube.com/watch?v=5JM2k_0G_IM
Frank Zappa,Dancin' Fool,1979,2016,https://www.youtube.com/watch?v=Kie4Iv3mdIc
Boudewijn De Groot,Jimmy,1973,2016,https://www.youtube.com/watch?v=uX7c5Cp_Qu4
Roxy Music,Avalon,1982,2016,https://www.youtube.com/watch?v=bpA_5a0miWk
Buzzcocks,Ever Fallen In Love... (With Someone You Shouldn't've),1978,2016,https://www.youtube.com/watch?v=0Af7ayYIJ9w
Beck,Loser,1994,2016,https://www.youtube.com/watch?v=YgSPaXgAdzE
Johnny Cash,Folsom Prison Blues (Live At Folsom State Prison),1968,2016,https://www.youtube.com/watch?v=AeZRYhLDLeU
Macy Gray,I Try,1999,2016,https://www.youtube.com/watch?v=WEQ0l_m3Xm0
Cliff Richard,Move It,1958,2016,https://www.youtube.com/watch?v=k5mIq3yF6Nc
Marvin Gaye,Let's Get It On,1973,2016,https://www.youtube.com/watch?v=x6QZn9xiuOE&pp=0gcJCfwAo7VqN5tD
Mink DeVille,Spanish Stroll,1977,2016,https://www.youtube.com/watch?v=N5LveBIjg3o
Alanis Morissette,You Oughta Know,1995,2016,https://www.youtube.com/watch?v=NPcyTyilmYY
Rory Block,Lovin' Whiskey,1988,2016,https://www.youtube.com/watch?v=_y7XwKmUKSw
Muse,Starlight,2006,2016,https://www.youtube.com/watch?v=Pgum6OT_VH8
Bruce Springsteen,Streets Of Philadelphia,1993,2016,https://www.youtube.com/watch?v=4z2DtNW79sQ
Lhasa De Sela,La Frontera,2003,2016,https://www.youtube.com/watch?v=rb7hjDCZ5tE
David Bowie,Let's Dance,1983,2016,https://www.youtube.com/watch?v=VbD_kBJc_gI
Don McLean,Vincent,1971,2016,https://www.youtube.com/watch?v=4wrNFDxCRzU
T.C. Matic,Putain Putain,1983,2016,https://www.youtube.com/watch?v=USK-PTE4W90
Spinvis,Bagagedrager,2003,2016,https://www.youtube.com/watch?v=W7CA_AgVTkY
Grace Jones,La Vie En Rose,1977,2016,https://www.youtube.com/watch?v=YEM8TspcCBY
John Lennon & Plastic Ono Band,Working Class Hero,1970,2016,https://www.youtube.com/watch?v=iMewtlmkV6c
Kate Bush,Cloudbusting,1985,2016,https://www.youtube.com/watch?v=pllRW9wETzw
Melanie,What Have They Done To My Song Ma,1970,2016,https://www.youtube.com/watch?v=r44Ach4mXE4
Orchestral Manoeuvres In The Dark,Enola Gay,1980,2016,https://www.youtube.com/watch?v=d5XJ2GiR6Bo
Split Enz,Message To My Girl,1984,2016,https://www.youtube.com/watch?v=O6YD4rjVIO8&pp=0gcJCfwAo7VqN5tD
Tom Petty & The Heartbreakers,Learning To Fly,1991,2016,https://www.youtube.com/watch?v=s5BJXwNeKsQ
Pavlov's Dog,Julia,1975,2016,https://www.youtube.com/watch?v=k3KSpeiRPTc
Cyndi Lauper,Girls Just Want To Have Fun,1983,2016,https://www.youtube.com/watch?v=PIb6AZdTr-A
Bart Peeters,Heist Aan Zee,2002,2016,https://www.youtube.com/watch?v=tykABErJuUs
Police,Message In A Bottle,1979,2016,https://www.youtube.com/watch?v=MbXWrmQW-OE
Meat Loaf,Paradise By The Dashboard Light (Album Version),1977,2016,https://www.youtube.com/watch?v=C11MzbEcHlw
Indila,Dernière Danse,2014,2016,https://www.youtube.com/watch?v=K5KAc5CoCuk
Gordon Lightfoot,If You Could Read My Mind,1971,2016,https://www.youtube.com/watch?v=jiU2lrGnT7U
Status Quo,Roll Over Lay Down (Live),1975,2016,https://www.youtube.com/watch?v=wr3JO0MhFTY
Psychedelic Furs,Pretty In Pink,1981,2016,https://www.youtube.com/watch?v=RuWmsg-ihLg
Neil Young,Out On The Weekend,1972,2016,https://www.youtube.com/watch?v=t4ywIPrewpg
Hollies,Long Cool Woman,1972,2016,https://www.youtube.com/watch?v=g8XiNKsKyVk
Jess & James & The J.J. Band,Move,1967,2016,https://www.youtube.com/watch?v=O6dU4zP3paA
Chet Baker,My Funny Valentine,1954,2016,https://www.youtube.com/watch?v=ni9Cp9mOOOg
Billy Bragg,A New England,1983,2016,https://www.youtube.com/watch?v=IOLsnzuIADM
Simon & Garfunkel,Mrs. Robinson,1968,2016,https://www.youtube.com/watch?v=9C1BCAgu2I8
Ann Christy,De Roos,1980,2016,https://www.youtube.com/watch?v=I2zVL2g2gY0
Stromae,Alors On Danse,2009,2016,https://www.youtube.com/watch?v=VHoT4N43jK8
Jeff Buckley,Lilac Wine,1994,2016,https://www.youtube.com/watch?v=5PC68rEfF-o
Mumford & Sons,The Cave,2009,2016,https://www.youtube.com/watch?v=fNy8llTLvuA
Ry Cooder,Little Sister,1979,2016,https://www.youtube.com/watch?v=necmhMW09gg
Madonna,Like A Prayer,1989,2016,https://www.youtube.com/watch?v=79fzeNUqQbQ
Tanita Tikaram,Twist In My Sobriety,1988,2016,https://www.youtube.com/watch?v=7s8glZ-efMg
Elliott Murphy,Last Of The Rock Stars,1973,2016,https://www.youtube.com/watch?v=EtQnxLPMGTo
Tommy James & The Shondells,Crimson And Clover,1969,2016,https://www.youtube.com/watch?v=XS0niyiKlcw
Kevin Ayers,Stranger In Blue Suede Shoes,1969,2016,https://www.youtube.com/watch?v=Xc9w_7OhmwI
Cowboy Junkies,Sweet Jane,1988,2016,https://www.youtube.com/watch?v=Fa9nN3G2CSg
Curtis Mayfield,Move On Up,1970,2016,https://www.youtube.com/watch?v=6Z66wVo7uNw
Mecano,Hijo De La Luna,1986,2016,https://www.youtube.com/watch?v=iM9Nx7RYPqs
Ryan Adams,"New York, New York",2001,2016,https://www.youtube.com/watch?v=hmHgY_J63Ik
Roberta Flack,Killing Me Softly With His Song,1973,2016,https://www.youtube.com/watch?v=DEbi_YjpA-Y
Axelle Red,Sensualité,1993,2016,https://www.youtube.com/watch?v=iXKkxZ7U-lo
Khaled,Didi,1992,2016,https://www.youtube.com/watch?v=g93odzEUXg8
Stealers Wheel,Late Again,1973,2016,https://www.youtube.com/watch?v=l8ZiDlWWpb4
Supertramp,School,1974,2016,https://www.youtube.com/watch?v=JgJRM_8GWHg&pp=0gcJCfwAo7VqN5tD
This Mortal Coil,You And Your Sister,1991,2016,https://www.youtube.com/watch?v=YwRzdCkzRHE
Bobby Womack & Peace,Across 110th Street,1972,2016,https://www.youtube.com/watch?v=UOg_8hCC4u4
Therapy,Diane,1995,2016,https://www.youtube.com/watch?v=md7SJ1kDE24
Joe Dassin,l'Été Indien (Africa),1975,2016,https://www.youtube.com/watch?v=Db_gci7FYjc
Genesis,The Lamb Lies Down On Broadway,1974,2016,https://www.youtube.com/watch?v=hioAbdhfN_w
Doors,Touch Me,1968,2016,https://www.youtube.com/watch?v=8lVqEchxIxw
Alan Parsons Project,Eye In The Sky,1982,2016,https://www.youtube.com/watch?v=56hqrlQxMMI
Noordkaap,Arme Joe,1990,2016,https://www.youtube.com/watch?v=dQwk6Eeylrw
John Legend,All Of Me,2013,2016,https://www.youtube.com/watch?v=450p7goxZqg
