artist,title,year,base_year,youtube_link
Nick Cave & The Bad Seeds,Jubilee Street,2012,2016,https://www.youtube.com/watch?v=kf_zVzvYWuw
Golden Earring,Radar Love,1973,2016,https://www.youtube.com/watch?v=aRlSHG5hRY4
Leonard Cohen,Famous Blue Raincoat,1971,2016,https://www.youtube.com/watch?v=ohk3DP5fMCg&pp=0gcJCRsBo7VqN5tD
Iggy Pop,Lust For Life,1977,2016,https://www.youtube.com/watch?v=jQvUBf5l7Vw
Roy Orbison,In Dreams,1963,2016,https://www.youtube.com/watch?v=MVRunwyoTMA
Stan Getz & João Gilberto & Astrud Gilberto,The Girl From Ipanema,1963,2016,https://www.youtube.com/watch?v=N-TKOh0zsvU
Peter Gabriel,Solsbury Hill,1977,2016,https://www.youtube.com/watch?v=_OO2PuGz-H8
Jacques Dutronc,"Il Est Cinq Heures, Paris s'Éveille",1967,2016,https://www.youtube.com/watch?v=gBPcgH8G1RY
R.E.M.,Nightswimming,1992,2016,https://www.youtube.com/watch?v=ahJ6Kh8klM4&pp=0gcJCdgAo7VqN5tD
Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,2016,https://www.youtube.com/watch?v=VtXl8xAPAtA&pp=0gcJCfwAo7VqN5tD
Elvis Presley,Jailhouse Rock,1957,2016,https://www.youtube.com/watch?v=gj0Rz-uP4Mk
Sam Cooke,A Change Is Gonna Come,1964,2016,https://www.youtube.com/watch?v=wEBlaMOmKV4
Rolling Stones,Honky Tonk Women,1969,2016,https://www.youtube.com/watch?v=hqqkGxZ1_8I
Youssou n'Dour & Neneh Cherry,7 Seconds,1994,2016,https://www.youtube.com/watch?v=wqCpjFMvz-k
Paolo Conte,Max,1987,2016,https://www.youtube.com/watch?v=aT-zm35XOss
Kinks,Lola,1970,2016,https://www.youtube.com/watch?v=LemG0cvc4oU
Van Morrison,Brown Eyed Girl,1967,2016,https://www.youtube.com/watch?v=UfmkgQRmmeE
Bob Dylan,Knockin' On Heaven's Door,1973,2016,https://www.youtube.com/watch?v=rm9coqlk8fY
Coldplay,Clocks,2002,2016,https://www.youtube.com/watch?v=d020hcWA_Wg
Paul Weller,You Do Something To Me,1995,2016,https://www.youtube.com/watch?v=tM1rSTOs7Zs
David Bowie,The Jean Genie,1973,2016,https://www.youtube.com/watch?v=kMYg_Ra4cr8&pp=0gcJCfwAo7VqN5tD
Beatles,Blackbird,1968,2016,https://www.youtube.com/watch?v=Man4Xw8Xypo
Sting,Englishman In New York,1988,2016,https://www.youtube.com/watch?v=d27gTrPPAyk
Otis Redding,Try A Little Tenderness,1966,2016,https://www.youtube.com/watch?v=UnPMoAb4y8U
Prince & The Revolution,When Doves Cry,1984,2016,https://www.youtube.com/watch?v=UG3VcCAlUgE
Radiohead,No Surprises,1997,2016,https://www.youtube.com/watch?v=u5CVsCnxyXg
Stevie Wonder,Superstition,1972,2016,https://www.youtube.com/watch?v=0CFuCYNx-1g
Scene,Iedereen Is Van De Wereld,1990,2016,https://www.youtube.com/watch?v=mZ8p0lKlSGo
Eels,That Look You Give That Guy,2009,2016,https://www.youtube.com/watch?v=wREjT7DlI7M
Eagles,Take It Easy,1972,2016,https://www.youtube.com/watch?v=32Oc2d_3yEk
U2,Pride (In The Name Of Love),1984,2016,https://www.youtube.com/watch?v=LHcP4MWABGY
Marianne Faithfull,The Ballad Of Lucy Jordan,1979,2016,https://www.youtube.com/watch?v=d0NxhFn0szc
Stromae,Formidable,2013,2016,https://www.youtube.com/watch?v=S_xH7noaqTA
Cure,Friday I'm In Love,1992,2016,https://www.youtube.com/watch?v=mGgMZpGYiy8
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,2016,https://www.youtube.com/watch?v=8jCFzreP1ng
Them,Gloria,1964,2016,https://www.youtube.com/watch?v=VlWiQ69DGE0
Waterboys,The Whole Of The Moon,1985,2016,https://www.youtube.com/watch?v=sBW8Vnp8BzU
Nirvana,Lithium,1992,2016,https://www.youtube.com/watch?v=pkcJEvMcnEg
Rolling Stones,Little Red Rooster,1964,2016,https://www.youtube.com/watch?v=mLrjhQ1-chw
Adamo,Les Filles Du Bord De Mer,1964,2016,https://www.youtube.com/watch?v=F29r3BMhics
Muse,Muscle Museum,1999,2016,https://www.youtube.com/watch?v=Vq4fdnW18mE
David Bowie,Rebel Rebel,1974,2016,https://www.youtube.com/watch?v=U16Xg_rQZkA
Elvis Presley,Heartbreak Hotel,1955,2016,https://www.youtube.com/watch?v=e9BLw4W5KU8
Nick Cave & The Bad Seeds,Red Right Hand,1994,2016,https://www.youtube.com/watch?v=RrxePKps87k
Simple Minds,Don't You (Forget About Me),1985,2016,https://www.youtube.com/watch?v=CdqoNKCCt7A
R.E.M.,Everybody Hurts,1992,2016,https://www.youtube.com/watch?v=5rOiW_xY-kc
Sisters Of Mercy,Alice,1982,2016,https://www.youtube.com/watch?v=-GwWra1sQgo
Fleetwood Mac,Albatross,1968,2016,https://www.youtube.com/watch?v=QooCN5JbOkU
John Cale,Paris 1919,1973,2016,https://www.youtube.com/watch?v=q5YHqWqhFkU
Joy Division,Atmosphere,1980,2016,https://www.youtube.com/watch?v=1EdUjlawLJM
Beatles,A Hard Day's Night,1964,2016,https://www.youtube.com/watch?v=Yjyj8qnqkYI
"Crosby, Stills, Nash & Young",Almost Cut My Hair,1970,2016,https://www.youtube.com/watch?v=as5lE64J1hQ
Damien Rice,9 Crimes,2006,2016,https://www.youtube.com/watch?v=cgqOSCgc8xc
AC/DC,Let There Be Rock,1977,2016,https://www.youtube.com/watch?v=3f2g4RMfhS0
Boudewijn De Groot,Verdronken Vlinder,1966,2016,https://www.youtube.com/watch?v=U3X85dLO-5U
Beatles,In My Life,1965,2016,https://www.youtube.com/watch?v=YBcdt6DsLQA
Jimi Hendrix Experience,Purple Haze,1967,2016,https://www.youtube.com/watch?v=WGoDaYjdfSg
Hooverphonic,Mad About You,2000,2016,https://www.youtube.com/watch?v=6EA-MIYY1bg
Joni Mitchell,Amelia,1976,2016,https://www.youtube.com/watch?v=gcTDoi9JQiY
Noordkaap,Ik Hou Van U,1995,2016,https://www.youtube.com/watch?v=QK240VC80zk
Neil Young,After The Gold Rush,1970,2016,https://www.youtube.com/watch?v=d6Zf4D1tHdw&pp=0gcJCfwAo7VqN5tD
David Bowie,Changes,1971,2016,https://www.youtube.com/watch?v=4BgF7Y3q-as&pp=0gcJCfcAhR29_xXO
Frank Sinatra,My Way,1968,2016,https://www.youtube.com/watch?v=qQzdAsjWGPg
Police,Roxanne,1978,2016,https://www.youtube.com/watch?v=3T1c7GkzRQQ
Bob Dylan,Tangled Up In Blue,1975,2016,https://www.youtube.com/watch?v=YwSZvHqf9qM&pp=0gcJCf8Ao7VqN5tD
Gorki,Ooit Was Ik Een Soldaat (Live),1992,2016,https://www.youtube.com/watch?v=fnBxafQoUuk
Ike & Tina Turner,Nutbush City Limits,1973,2016,https://www.youtube.com/watch?v=I07249JX8w4
Kinks,Celluloid Heroes,1973,2016,https://www.youtube.com/watch?v=rSKXUlVwqm8
Billie Holiday,Strange Fruit,1939,2016,https://www.youtube.com/watch?v=-DGY9HvChXk
Stooges,I Wanna Be Your Dog,1969,2016,https://www.youtube.com/watch?v=3gsWt7ey6bo
Sting,Fields Of Gold,1993,2016,https://www.youtube.com/watch?v=KLVq0IAzh1A
Beatles,Eleanor Rigby,1966,2016,https://www.youtube.com/watch?v=HuS5NuXRb5Y
Creedence Clearwater Revival,Born On The Bayou,1968,2016,https://www.youtube.com/watch?v=fcTQCNntGEs
Adele,Someone Like You,2011,2016,https://www.youtube.com/watch?v=hLQl3WQQoQ0
Kraftwerk,Autobahn,1975,2016,https://www.youtube.com/watch?v=x-G28iyPtz0
John Hiatt,Perfectly Good Guitar,1993,2016,https://www.youtube.com/watch?v=Jpcz9VZNTZ4&pp=0gcJCdgAo7VqN5tD
K's Choice,Not An Addict,1995,2016,https://www.youtube.com/watch?v=JT2SsWOCoEw&pp=0gcJCRsBo7VqN5tD
Joni Mitchell,Big Yellow Taxi,1970,2016,https://www.youtube.com/watch?v=2595abcvh2M
Guns N' Roses,Sweet Child O' Mine,1987,2016,https://www.youtube.com/watch?v=1w7OgIMMRc4
Leonard Cohen,I'm Your Man,1988,2016,https://www.youtube.com/watch?v=-MlR6tFh8Gs&pp=0gcJCf8Ao7VqN5tD
Tom Waits,Downtown Train,1985,2016,https://www.youtube.com/watch?v=rLtZKkCIVmI
Amy Winehouse,Tears Dry On Their Own,2006,2016,https://www.youtube.com/watch?v=ojdbDYahiCQ
Nick Drake,'Cello Song,1969,2016,https://www.youtube.com/watch?v=MhSVh75lKiE
Boston,More Than A Feeling,1976,2016,https://www.youtube.com/watch?v=t4QK8RxCAwo
Elvis Presley,Are You Lonesome To-Night,1960,2016,https://www.youtube.com/watch?v=9XVdtX7uSnk&pp=0gcJCRsBo7VqN5tD
Nirvana,The Man Who Sold The World (Unplugged),1994,2016,https://www.youtube.com/watch?v=fregObNcHC8
Stevie Wonder,Master Blaster (Jammin'),1980,2016,https://www.youtube.com/watch?v=44F34jc7wGI
Beatles,All You Need Is Love,1967,2016,https://www.youtube.com/watch?v=_7xMfIp-irg
Françoise Hardy,La Maison Où J'ai Grandi,1966,2016,https://www.youtube.com/watch?v=Oj0sOJ4BVJ0&pp=0gcJCf8Ao7VqN5tD
Goo Goo Dolls,Iris,1998,2016,https://www.youtube.com/watch?v=NdYWuo9OFAw
Rolling Stones,Jumpin' Jack Flash,1968,2016,https://www.youtube.com/watch?v=G3dFpQzu54w
Jeff Buckley,Everybody Here Wants You,1997,2016,https://www.youtube.com/watch?v=nrMwgTc69y4
Elvis Presley,One Night,1957,2016,https://www.youtube.com/watch?v=Hb18smk-GvA
Paul McCartney & Wings,Band On The Run,1974,2016,https://www.youtube.com/watch?v=RjlvdcBAKdg
Joan Baez,Where Have All The Flowers Gone,1971,2016,https://www.youtube.com/watch?v=PSE03QVnXg0
David Bowie,Wild Is The Wind,1976,2016,https://www.youtube.com/watch?v=YsqlXkkEKxI&pp=0gcJCfwAo7VqN5tD
Morrissey,Everyday Is Like Sunday,1988,2016,https://www.youtube.com/watch?v=bf6Xwb03jTE&pp=0gcJCf8Ao7VqN5tD
Joni Mitchell,Coyote,1976,2016,https://www.youtube.com/watch?v=zeaO5UZ5OcI
Mark Ronson & Amy Winehouse,Valerie,2007,2016,https://www.youtube.com/watch?v=bixuI_GV5I0
Neil Diamond,I Am... I Said,1971,2016,https://www.youtube.com/watch?v=tA5bFJt9Wp0
Foo Fighters,Everlong,1997,2016,https://www.youtube.com/watch?v=eBG7P-K-r1Y&pp=0gcJCf8Ao7VqN5tD
Tubeway Army,Are Friends Electric,1979,2016,https://www.youtube.com/watch?v=BEop9nuTSrg
Jane Birkin & Serge Gainsbourg,Je T'aime... Moi Non Plus,1969,2016,https://www.youtube.com/watch?v=GlpDf6XX_j0
Johnny Cash,A Boy Named Sue (Live At San Quentin),1969,2016,https://www.youtube.com/watch?v=WOHPuY88Ry4&pp=0gcJCfwAo7VqN5tD
Nina Simone,Feeling Good,1965,2016,https://www.youtube.com/watch?v=oHRNrgDIJfo
John Lennon,Mother,1971,2016,https://www.youtube.com/watch?v=sPYsMM1FvXs
U2,I Will Follow (Live From Hattem),1982,2016,https://www.youtube.com/watch?v=jEQF-juO5k8
Nick Cave & The Bad Seeds,The Weeping Song,1990,2016,https://www.youtube.com/watch?v=TqhOVY58zIo
Carole King,You've Got A Friend,1971,2016,https://www.youtube.com/watch?v=eAR_Ff5A8Rk
Pearl Jam,Betterman,1994,2016,https://www.youtube.com/watch?v=nDK-wsdEhNE&pp=ygUJI21hbmphbWFo
Steely Dan,Do It Again,1972,2016,https://www.youtube.com/watch?v=jmdiKePVUy8
Billy Joel,Goodnight Saigon,1982,2016,https://www.youtube.com/watch?v=Qjzjhl-QztE
Robert Wyatt,Shipbuilding,1982,2016,https://www.youtube.com/watch?v=Res3-YX4X8g
Guns N' Roses,Paradise City,1987,2016,https://www.youtube.com/watch?v=Rbm6GXllBiw&pp=0gcJCf8Ao7VqN5tD
Jackson Browne,The Load-Out (Stay) (Album Version),1977,2016,https://www.youtube.com/watch?v=tNCuwUSPias
Jimi Hendrix Experience,Little Wing,1967,2016,https://www.youtube.com/watch?v=ZUrPZmWBbPQ
16 Horsepower,Black Soul Choir,1996,2016,https://www.youtube.com/watch?v=f-vpAn15-vE
Wannes Van De Velde,Ik Wil Deze Nacht In De Straten Verdwalen,1973,2016,https://www.youtube.com/watch?v=dDKeikdpYqE
Joe Cocker,With A Little Help From My Friends,1968,2016,https://www.youtube.com/watch?v=eXV4WyQMHFM
Eagles,Desperado,1973,2016,https://www.youtube.com/watch?v=aelpqWEBHR4&pp=0gcJCfwAo7VqN5tD
Rare Earth,Get Ready,1970,2016,https://www.youtube.com/watch?v=q-Rg9xwZoo8
Talking Heads,Heaven,1979,2016,https://www.youtube.com/watch?v=JAa7J10D8Qw&pp=0gcJCfwAo7VqN5tD
Red Hot Chili Peppers,Under The Bridge,1992,2016,https://www.youtube.com/watch?v=GLvohMXgcBo
Fleetwood Mac,Man Of The World,1969,2016,https://www.youtube.com/watch?v=9GPR848mhIs
Police,So Lonely,1978,2016,https://www.youtube.com/watch?v=MX6MvV8cbh8
Ramses Shaffy,Laat Me,1978,2016,https://www.youtube.com/watch?v=fyTvY_7ws30
Patti Smith,Gloria,1975,2016,https://www.youtube.com/watch?v=bPO0bTaWcFQ&pp=0gcJCf8Ao7VqN5tD
Bob Dylan,Masters Of War,1963,2016,https://www.youtube.com/watch?v=JEmI_FT4YHU
Band,The Night They Drove Old Dixie Down,1969,2016,https://www.youtube.com/watch?v=jREUrbGGrgM
Led Zeppelin,Black Dog,1971,2016,https://www.youtube.com/watch?v=6tlSx0jkuLM
Elliott Smith,Waltz Number 2 (XO),1998,2016,https://www.youtube.com/watch?v=RWn9ocrMhlE
Janis Joplin,Mercedes Benz,1970,2016,https://www.youtube.com/watch?v=Qev-i9-VKlY
Thin Lizzy,Whisky In The Jar,1972,2016,https://www.youtube.com/watch?v=6WDSY8Kaf6o
Santana,Black Magic Woman,1970,2016,https://www.youtube.com/watch?v=9wT1s96JIb0
Proclaimers,I'm Gonna Be (500 Miles),1988,2016,https://www.youtube.com/watch?v=tbNlMtqrYS0
Clouseau,Daar Gaat Ze,1989,2016,https://www.youtube.com/watch?v=OSDV7IGNmwI
U2,New Year's Day,1983,2016,https://www.youtube.com/watch?v=jeYCyCaK_5k
Roxy Music,Love Is The Drug,1975,2016,https://www.youtube.com/watch?v=0n3OepDn5GU
Eric Clapton,Tears In Heaven,1992,2016,https://www.youtube.com/watch?v=JxPj3GAYYZ0&pp=0gcJCRsBo7VqN5tD
Raymond Van Het Groenewoud,Meisjes,1977,2016,https://www.youtube.com/watch?v=89y3nmKTiu0&pp=0gcJCfwAo7VqN5tD
Janis Ian,At Seventeen,1975,2016,https://www.youtube.com/watch?v=ESS0eKJpEZQ
Serge Gainsbourg,Requiem Pour Un Con,1968,2016,https://www.youtube.com/watch?v=0ek7588O1V0
Buckshot Lefonque,Another Day,1997,2016,https://www.youtube.com/watch?v=-rROTA0lER4
David Bowie,Sound And Vision,1977,2016,https://www.youtube.com/watch?v=Fzf0JxUW2HM
Beatles,Come Together,1969,2016,https://www.youtube.com/watch?v=45cYwDMibGo&feature=youtu.be
Calexico,Crystal Frontier,2001,2016,https://www.youtube.com/watch?v=gLsQ_8PwwDs
Ennio Morricone,My Name Is Nobody (Mon Nom Est Personne),1973,2016,https://www.youtube.com/watch?v=2-9uOgPhq74
Elvis Presley,Blue Moon Of Kentucky,1954,2016,https://www.youtube.com/watch?v=qiaFeEG8AD8&pp=0gcJCfwAo7VqN5tD
Peter Sarstedt,Where Do You Go To (My Lovely),1969,2016,https://www.youtube.com/watch?v=L8XQZYIiNgo
Warren Zevon,Werewolves Of London,1977,2016,https://www.youtube.com/watch?v=qae25976UgA
Creedence Clearwater Revival,Who'll Stop The Rain,1970,2016,https://www.youtube.com/watch?v=lIPan-rEQJA
Norah Jones,Come Away With Me,2002,2016,https://www.youtube.com/watch?v=lbjZPFBD6JU
Jeanette,Porque Te Vas,1974,2016,https://www.youtube.com/watch?v=TjUhXbGdLYo
Supertramp,The Logical Song,1979,2016,https://www.youtube.com/watch?v=low6Coqrw9Y
George Harrison,My Sweet Lord,1970,2016,https://www.youtube.com/watch?v=04v-SdKeEpE
Foo Fighters,Best Of You,2005,2016,https://www.youtube.com/watch?v=h_L4Rixya64
Santana,Samba Pa Ti,1970,2016,https://www.youtube.com/watch?v=j5AUm_xaE9A
Joy Division,She's Lost Control,1979,2016,https://www.youtube.com/watch?v=FD2SfQJOK08
I Muvrini,A Tè Corsica,1991,2016,https://www.youtube.com/watch?v=mj3vT_btLa4
Willem Vermandere,Bange Blankeman,1991,2016,https://www.youtube.com/watch?v=K0z9IQu3Xuc
Frank Zappa,Peaches En Regalia,1969,2016,https://www.youtube.com/watch?v=HFQKP3Ehucg
Phil Collins,In The Air Tonight,1981,2016,https://www.youtube.com/watch?v=YkADj0TPrJA
Eels,Beautiful Freak,1996,2016,https://www.youtube.com/watch?v=xf0vedFO-7Y&pp=0gcJCfwAo7VqN5tD
Cat Stevens,Father And Son,1970,2016,https://www.youtube.com/watch?v=P6zaCV4niKk
Patti Smith Group,Pissing In A River,1976,2016,https://www.youtube.com/watch?v=vuVgjvG2hgU
Hooverphonic,Eden,1998,2016,https://www.youtube.com/watch?v=bWPOLL_Rr8U
Donna Summer,I Feel Love,1977,2016,https://www.youtube.com/watch?v=yEbaeLv-aOo
Dave Brubeck Quartet,Take Five,1959,2016,https://www.youtube.com/watch?v=vmDDOFXSgAs
Triffids,Bury Me Deep In Love,1987,2016,https://www.youtube.com/watch?v=h0OwLIY9moA
Led Zeppelin,Ramble On,1969,2016,https://www.youtube.com/watch?v=LzGBQerkvWs&pp=0gcJCfwAo7VqN5tD
Raymond Van Het Groenewoud,Gelukkig Zijn,1975,2016,https://www.youtube.com/watch?v=HDOtWKYtgPo
Nina Simone,Sinnerman,1965,2016,https://www.youtube.com/watch?v=QH3Fx41Jpl4
Chicken Shack,I'd Rather Go Blind,1969,2016,https://www.youtube.com/watch?v=Ohx9Ve7-GS0
Stromae,Papaoutai,2013,2016,https://www.youtube.com/watch?v=oiKj0Z_Xnjc
Katie Melua,Nine Million Bicycles,2005,2016,https://www.youtube.com/watch?v=eHQG6-DojVw
Dire Straits,Money For Nothing,1985,2016,https://www.youtube.com/watch?v=wTP2RUD_cL0
Stranglers,Golden Brown,1982,2016,https://www.youtube.com/watch?v=AWAsI3U2EaE
Pixies,Monkey Gone To Heaven,1989,2016,https://www.youtube.com/watch?v=EHC9HE7vazI
Gladys Knight & The Pips,Midnight Train To Georgia,1973,2016,https://www.youtube.com/watch?v=A0F9lh8TiSM
Who,Won't Get Fooled Again,1971,2016,https://www.youtube.com/watch?v=SHhrZgojY1Q&t=7m49s
Beatles,Norwegian Wood (This Bird Has Flown),1965,2016,https://www.youtube.com/watch?v=Y_V6y1ZCg_8
Steely Dan,Rikki Don't Lose That Number,1974,2016,https://www.youtube.com/watch?v=UfZWp-hGCdA&pp=0gcJCRsBo7VqN5tD
U2,The Unforgettable Fire,1984,2016,https://www.youtube.com/watch?v=KTzmzrruHwc
Adele,Make You Feel My Love,2008,2016,https://www.youtube.com/watch?v=0put0_a--Ng
Suzanne Vega,Luka,1987,2016,https://www.youtube.com/watch?v=VZt7J0iaUD0
Lynyrd Skynyrd,Sweet Home Alabama,1974,2016,https://www.youtube.com/watch?v=ye5BuYf8q4o
Roger Glover & Guests,Love Is All,1975,2016,https://www.youtube.com/watch?v=BR6pYICqZT0
John Williams,Hedwig's Theme,2001,2016,https://www.youtube.com/watch?v=wtHra9tFISY
Eric Clapton,Wonderful Tonight,1978,2016,https://www.youtube.com/watch?v=vUSzL2leaFM&pp=0gcJCdgAo7VqN5tD
John Cale,Dead Or Alive,1981,2016,https://www.youtube.com/watch?v=dPcPIMRwsis
National,I Need My Girl,2013,2016,https://www.youtube.com/watch?v=A-Tod1_tZdU
Bob Dylan,Ballad Of A Thin Man,1965,2016,https://www.youtube.com/watch?v=we37yX3zpKA
Jonathan Richman & The Modern Lovers,Road Runner,1972,2016,https://www.youtube.com/watch?v=UnmHgnPPkkQ&pp=0gcJCfwAo7VqN5tD
Beastie Boys,Sabotage,1994,2016,https://www.youtube.com/watch?v=z5rRZdiu1UE
Amy Winehouse,You Know I'm No Good,2007,2016,https://www.youtube.com/watch?v=b-I2s5zRbHg
Serge Gainsbourg,Initials B.B.,1967,2016,https://www.youtube.com/watch?v=LJx3HyV6g10
Mike Oldfield,Tubular Bells,1973,2016,https://www.youtube.com/watch?v=BfWJqKIxyGc
Johnny Cash,I Walk The Line,1956,2016,https://www.youtube.com/watch?v=jh169rVMveA
James Brown,"(Get Up, I Feel Like Being A) Sex Machine (Part 1)",1970,2016,https://www.youtube.com/watch?v=5SrQ9graFWQ
Roxy Music,Virginia Plain,1972,2016,https://www.youtube.com/watch?v=BonWfTW7jKc&pp=0gcJCfwAo7VqN5tD
Joni Mitchell,Both Sides Now,1969,2016,https://www.youtube.com/watch?v=yXr2EFomFkU
David Bowie,Young Americans,1975,2016,https://www.youtube.com/watch?v=iO6OvHxD_m8
Blue Nile,Tinseltown In The Rain,1984,2016,https://www.youtube.com/watch?v=2q5CGLHJ-54
Elton John,Your Song,1970,2016,https://www.youtube.com/watch?v=GlPlfCy1urI
Cream,Sunshine Of Your Love,1968,2016,https://www.youtube.com/watch?v=zt51rITH3EA
Creedence Clearwater Revival,Proud Mary,1968,2016,https://www.youtube.com/watch?v=5hid10EgMXE
Police,Every Breath You Take,1983,2016,https://www.youtube.com/watch?v=OMOGaugKpzs
Michael Jackson,Billie Jean,1982,2016,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
Kate Bush,The Man With The Child In His Eyes,1977,2016,https://www.youtube.com/watch?v=NAj8suae3WY
Beatles & Billy Preston,Get Back,1969,2016,https://www.youtube.com/watch?v=h6Y-3-91aYA
Daan,Icon,2009,2016,https://www.youtube.com/watch?v=WjNUJSuV42k
U2,Where The Streets Have No Name,1987,2016,https://www.youtube.com/watch?v=GzZWSrr5wFI
Bobbie Gentry,Ode To Billie Joe,1967,2016,https://www.youtube.com/watch?v=rNB8AKMdqiQ&pp=0gcJCRsBo7VqN5tD
Joe Jackson & Elaine Caswell,Happy Ending,1984,2016,https://www.youtube.com/watch?v=b6zj43sA7GE
Fischer-Z,So Long,1980,2016,https://www.youtube.com/watch?v=Ejy7L64lFWM
Elvis Presley,Blue Suede Shoes,1956,2016,https://www.youtube.com/watch?v=Bm5HKlQ6nGM
Johan Verminnen,Laat Me Nu Toch Niet Alleen,1973,2016,https://www.youtube.com/watch?v=u1nfhC0NZD4
Eels,Hey Man (Now You're Really Living),2005,2016,https://www.youtube.com/watch?v=phCVfjihPn8
Robbie Williams,Angels,1997,2016,https://www.youtube.com/watch?v=luwAMFcc2f8
Queen,Killer Queen,1974,2016,https://www.youtube.com/watch?v=2ZBtPf7FOoM
Brad,The Day Brings,1997,2016,https://www.youtube.com/watch?v=3g3raY1tYm4
Bob Dylan,Changing Of The Guards,1978,2016,https://www.youtube.com/watch?v=qZhMvLuoMaM
Pink Floyd,One Of These Days,1971,2016,https://www.youtube.com/watch?v=raV_A8YcBu0
Sisters Of Mercy,Temple Of Love,1983,2016,https://www.youtube.com/watch?v=evu3I0ZoERc
Elvis Costello,Alison,1977,2016,https://www.youtube.com/watch?v=C9GlC9GyF4Y
Jefferson Airplane,Somebody To Love,1967,2016,https://www.youtube.com/watch?v=a-C9pUGszsw
Nirvana,Come As You Are,1992,2016,https://www.youtube.com/watch?v=vabnZ9-ex7o
Bruce Springsteen,Backstreets,1975,2016,https://www.youtube.com/watch?v=oID_fZDtcs0
Waterboys,Fisherman's Blues,1988,2016,https://www.youtube.com/watch?v=a4UQJwd3awQ
Talking Heads,Psycho Killer,1978,2016,https://www.youtube.com/watch?v=CJ54eImz88w
Sufjan Stevens,Chicago,2005,2016,https://www.youtube.com/watch?v=c_-cUdmdWgU
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine) (Album Version),1987,2016,https://www.youtube.com/watch?v=Z0GFRcFm-aY&pp=0gcJCdgAo7VqN5tD
Rolling Stones,As Tears Go By,1965,2016,https://www.youtube.com/watch?v=rK0CR3kUEsA
America,A Horse With No Name,1971,2016,https://www.youtube.com/watch?v=na47wMFfQCo
Manu Chao,Bongo Bong,1998,2016,https://www.youtube.com/watch?v=cfLIlP-GAmg
Broken Circle Breakdown Bluegrass Band,If I Needed You,2012,2016,https://www.youtube.com/watch?v=CkpDDngb1Ew
Pearl Jam,Jeremy,1992,2016,https://www.youtube.com/watch?v=bQtPzo-7AHs
Florence & The Machine,You've Got The Love,2009,2016,https://www.youtube.com/watch?v=PQZhN65vq9E
Billy Joel,She's Always A Woman,1978,2016,https://www.youtube.com/watch?v=Cx3QmqV2pHg
U2,Sunday Bloody Sunday,1983,2016,https://www.youtube.com/watch?v=EM4vblG6BVQ
Noordkaap,Een Heel Klein Beetje Oorlog,1992,2016,https://www.youtube.com/watch?v=_3I9eSm_E2M
Fats Domino,Blueberry Hill,1956,2016,https://www.youtube.com/watch?v=8mix3gmzPa0&pp=0gcJCRsBo7VqN5tD
First Aid Kit,Emmylou,2012,2016,https://www.youtube.com/watch?v=PC57z-oDPLs
Allman Brothers Band,Jessica,1973,2016,https://www.youtube.com/watch?v=vTOozRAJ8dU
Norah Jones,Sunrise,2004,2016,https://www.youtube.com/watch?v=fd02pGJx0s0
War On Drugs,Under The Pressure (Album Version),2014,2016,https://www.youtube.com/watch?v=vkLOg252KRE
"Crosby, Stills, Nash & Young",Our House,1970,2016,https://www.youtube.com/watch?v=aunVlekXjkE
Rod Stewart,Hot Legs,1978,2016,https://www.youtube.com/watch?v=AHcjjxYbgNM&pp=0gcJCRsBo7VqN5tD
Janis Joplin & Big Brother & The Holding Company,Summertime,1968,2016,https://www.youtube.com/watch?v=A24JZkgvNv4
Adele,Set Fire To The Rain,2011,2016,https://www.youtube.com/watch?v=Ri7-vnrJD3k
Led Zeppelin,Rock And Roll,1971,2016,https://www.youtube.com/watch?v=D2lSwosw9xY
Men At Work,Down Under,1982,2016,https://www.youtube.com/watch?v=XfR9iY5y94s
Leonard Cohen,"So Long, Marianne",1967,2016,https://www.youtube.com/watch?v=3XzAjfwQtvM&pp=0gcJCfwAo7VqN5tD
Nick Drake,Way To Blue,1969,2016,https://www.youtube.com/watch?v=DW2m0wp8zO0
Iron Butterfly,In-A-Gadda-Da-Vida,1968,2016,https://www.youtube.com/watch?v=UIVe-rZBcm4&pp=0gcJCfwAo7VqN5tD
Patti Smith,Free Money,1975,2016,https://www.youtube.com/watch?v=U-ZJGfA0UxY
J.J. Cale,Cocaine,1976,2016,https://www.youtube.com/watch?v=KwRvafqi_-U
Kinks,Sunny Afternoon,1966,2016,https://www.youtube.com/watch?v=TYIl6n_SRCI
Smiths,Bigmouth Strikes Again,1986,2016,https://www.youtube.com/watch?v=PtzhvJh9NRY
Arcade Fire,The Suburbs,2010,2016,https://www.youtube.com/watch?v=5Euj9f3gdyM
Bob Marley & The Wailers,Stir It Up (Album Version),1979,2016,https://www.youtube.com/watch?v=1hwL3S3Gtzs
Gram Parsons & Emmylou Harris,Love Hurts,1973,2016,https://www.youtube.com/watch?v=LUr9X3mic_U
David Bowie,Fame,1975,2016,https://www.youtube.com/watch?v=Ypgq0qdgVZA
Creedence Clearwater Revival,Suzie Q,1968,2016,https://www.youtube.com/watch?v=Bs99a-5vgA0
Zesde Metaal,Est Miskien,2008,2016,https://www.youtube.com/watch?v=1FrJX3T8kBI
