artist,title,year,youtube_link,spotify_link,base_year
Adele,Chasing Pavements,2008,https://www.youtube.com/watch?v=08DjMT-qR9g,#MV,2013
Adele,Easy On Me,2021,https://www.youtube.com/watch?v=U3ASj1L6_sY,#MV,2024
Adele,Hello,2015,https://www.youtube.com/watch?v=YQHsXMglC9A,#MV,2015
Adele,Make You Feel My Love,2008,https://www.youtube.com/watch?v=0put0_a--Ng,#MV,2013
Adele,Rolling In The Deep,2010,https://www.youtube.com/watch?v=rYEDA3JcQqw,#MV,2011
Adele,Set Fire To The Rain,2011,https://www.youtube.com/watch?v=a2giXO6eyuI,#MV,2012
Adele,Skyfall,2012,https://www.youtube.com/watch?v=DeumyOzKqgI,#MV,2020
Adele,Someone Like You,2011,https://www.youtube.com/watch?v=hLQl3WQQoQ0,#MV,2012
Adele,When We Were Young,2015,https://www.youtube.com/watch?v=a1IuJLebHgM,#MV,2016
Adventures Of Stevie V,Dirty Cash (Money Talks),1989,https://www.youtube.com/watch?v=9o0rAvZtM7w,#MV,2003
Aerosmith,Amazing,1992,https://www.youtube.com/watch?v=zSmOvYzSeaQ,#MV,2003
Aerosmith,Crazy,1992,https://www.youtube.com/watch?v=NMNgbISmF4I,#MV,2003
Aerosmith,Cryin',1993,https://www.youtube.com/watch?v=qfNmyxV2Ncw,#MV,2003
Aerosmith,Dream On,1973,https://www.youtube.com/watch?v=JojwHc1MKag,#MV,2003
Aerosmith,I Don't Want To Miss A Thing (Album Version),1998,https://www.youtube.com/watch?v=JkK8g6FMEXE,#MV,2003
Aerosmith,Jaded,2000,https://www.youtube.com/watch?v=qbexOeoH5hg,#MV,2010
Aerosmith,Livin' On The Edge,1992,https://www.youtube.com/watch?v=7nqcL0mjMjw,#MV,2008
Aerosmith,Love In An Elevator,1989,https://www.youtube.com/watch?v=h3Yrhv33Zb8,#MV,2003
Aerosmith,Pink (The South Beach Mix),1997,https://www.youtube.com/watch?v=ZfbBqBOSXlU,#MV,2005
Aerosmith,Rag Doll,1987,https://www.youtube.com/watch?v=rQU70EkGC6E,#MV,2003
Air & Beth Hirsch,All I Need,1997,https://www.youtube.com/watch?v=kxWFyvTg6mc,#MV,2021
Al Green,Let's Stay Together,1971,https://www.youtube.com/watch?v=XXx6RDzR6eM,#MV,2018
Al Stewart,On The Border,1977,https://www.youtube.com/watch?v=W5ihN8ds9aE,#MV,2003
Al Stewart,Year Of The Cat,1976,https://www.youtube.com/watch?v=ir8ZEYnz1mg,#MV,2003
Alan Parsons Project,Don't Answer Me,1984,https://www.youtube.com/watch?v=JLvFbBR4XOg,#MV,2003
Alan Parsons Project,Eye In The Sky,1982,https://www.youtube.com/watch?v=NNiie_zmSr8,#MV,2021
Alan Parsons Project,Old And Wise,1982,https://www.youtube.com/watch?v=FDlDKvidYbk,#MV,2003
Alan Parsons Project,The Turn Of A Friendly Card,1980,https://www.youtube.com/watch?v=jT0cKjDACIY,#MV,2022
Alan Walker,Faded,2015,https://www.youtube.com/watch?v=60ItHLz5WEA,#MV,2017
Alanis Morissette,Hand In My Pocket,1995,https://www.youtube.com/watch?v=CUjIY_XxF1g,#MV,2004
Alanis Morissette,Hands Clean,2002,https://www.youtube.com/watch?v=2dH289KxkGw,#MV,2009
Alanis Morissette,Head Over Feet,1996,https://www.youtube.com/watch?v=4iuO49jbovg,#MV,2004
Alanis Morissette,Ironic,1995,https://www.youtube.com/watch?v=Jne9t8sHpUc,#MV,2003
Alanis Morissette,Thank You,1998,https://www.youtube.com/watch?v=OOgpT5rEKIU,#MV,2004
Alanis Morissette,Uninvited,1998,https://www.youtube.com/watch?v=t45g0E1Z6cE,#MV,2021
Alanis Morissette,You Learn,1995,https://www.youtube.com/watch?v=GFW-WfuX2Dk,#MV,2014
Alanis Morissette,You Oughta Know,1995,https://www.youtube.com/watch?v=NPcyTyilmYY,#MV,2003
Alannah Myles,Black Velvet,1989,https://www.youtube.com/watch?v=tT4d1LQy4es,#MV,2003
Alcazar,Crying At The Discoteque,2001,https://www.youtube.com/watch?v=7CiOWcUVGJM,#MV,2016
Alice Cooper,Halo Of Flies,1971,https://www.youtube.com/watch?v=fGOD1-NtxH8,#MV,2005
Alice Cooper,How You Gonna See Me Now,1978,https://www.youtube.com/watch?v=c_Bv8UkzW7g,#MV,2003
Alice Cooper,Poison,1989,https://www.youtube.com/watch?v=Qq4j1LtCdww,#MV,2005
Alice Cooper,School's Out,1972,https://www.youtube.com/watch?v=2Oo8QzDHimQ,#MV,2005
Alice In Chains,Rooster (Album Version),1992,https://www.youtube.com/watch?v=uAE6Il6OTcs,#MV,2022
Alice In Chains,Would,1992,https://www.youtube.com/watch?v=Nco_kh8xJDs,#MV,2017
Alicia Bridges,I Love The Nightlife (Disco Round),1979,https://www.youtube.com/watch?v=umAurdHLNzU,#MV,2003
Alphabeat,Fascination,2008,https://www.youtube.com/watch?v=-8UxX5STKL4,#MV,2018
Alphaville,Big In Japan,1984,https://www.youtube.com/watch?v=tl6u2NASUzU,#MV,2003
Alphaville,Forever Young,1984,https://www.youtube.com/watch?v=t1TcDHrkQYg,#MV,2003
Amanda Marshall,Beautiful Goodbye,1995,https://www.youtube.com/watch?v=WqM5dx8rGpQ,#MV,2006
Amazing Stroopwafels,Oude Maasweg,1981,https://www.youtube.com/watch?v=Vp1LbP-6CRY,#MV,2021
America,A Horse With No Name,1971,https://www.youtube.com/watch?v=oIYgsqhwXzM,#MV,2003
America,Ventura Highway,1972,https://www.youtube.com/watch?v=tnV7dTXlXxs,#MV,2021
American Authors,Best Day Of My Life,2014,https://www.youtube.com/watch?v=Y66j_BUCBMY,#MV,2016
Amii Stewart,Knock On Wood,1978,https://www.youtube.com/watch?v=XKuJUxGntRI,#MV,2003
Amy MacDonald,Mr. Rock & Roll,2008,https://www.youtube.com/watch?v=_nkJgw0dvOk,#MV,2011
Amy MacDonald,This Is The Life,2007,https://www.youtube.com/watch?v=iRYvuS9OxdA,#MV,2008
Amy Winehouse,Back To Black,2006,https://www.youtube.com/watch?v=TJAfLE39ZZ8,#MV,2017
Amy Winehouse,Rehab,2006,https://www.youtube.com/watch?v=KUmZp8pR1uc,#MV,2011
Amy Winehouse,Tears Dry On Their Own,2006,https://www.youtube.com/watch?v=ojdbDYahiCQ,#MV,2018
Amy Winehouse,You Know I'm No Good,2007,https://www.youtube.com/watch?v=b-I2s5zRbHg,#MV,2015
Anastacia,I'm Outta Love,2000,https://www.youtube.com/watch?v=TnOy6HEf7HU,#MV,2003
Anastacia,Left Outside Alone,2004,https://www.youtube.com/watch?v=uzR5jM9UeJA,#MV,2004
Anastacia,Not That Kind,2000,https://www.youtube.com/watch?v=DjUKxQYm0AI,#MV,2003
Anastacia,Paid My Dues,2001,https://www.youtube.com/watch?v=9iUTRUovNb0,#MV,2008
Andrew Gold,Lonely Boy,1977,https://www.youtube.com/watch?v=iq2TxnlWunw,#MV,2004
Andr̩ Hazes,"Bloed, Zweet En Tranen",2001,https://www.youtube.com/watch?v=uel8ToMHGBM,#MV,2019
Andr̩ Hazes,De Vlieger,1977,https://www.youtube.com/watch?v=2LQMnstljjE,#MV,2024
Andr̩ Hazes,Geef Mij Je Angst,1983,https://www.youtube.com/watch?v=-zjSqivlpYk,#MV,2024
Andr̩ Hazes,Kleine Jongen,1990,https://www.youtube.com/watch?v=tCdloNJ1T4o,#MV,2020
Andr̩ Hazes,Zeg Maar Niets Meer,1981,https://www.youtube.com/watch?v=R22urvGcWy4,#MV,2021
Andr̩ Hazes,Zij Gelooft In Mij,2000,https://www.youtube.com/watch?v=VAc9opfAEYQ,#MV,2004
Animals,The House Of The Rising Sun,1964,https://www.youtube.com/watch?v=N4bFqW_eu2I,#MV,2004
Anita Meyer,"Why Tell Me, Why",1981,https://www.youtube.com/watch?v=fuluEbNVbBw,#MV,2024
Anouk,Birds,2013,https://www.youtube.com/watch?v=WMTggnBEtt4,#MV,2024
Anouk,Girl,2004,https://www.youtube.com/watch?v=DM-gd9-Q-Qg,#MV,2005
Anouk,Good God,2007,https://www.youtube.com/watch?v=AWiRpPQ_JMU,#MV,2016
Anouk,It's So Hard,1998,https://www.youtube.com/watch?v=bkChEA_b7oc,#MV,2003
Anouk,Lost,2005,https://www.youtube.com/watch?v=dn_CjkNtl6s,#MV,2007
Anouk,Michel,1999,https://www.youtube.com/watch?v=FOM1PjNyOQw,#MV,2003
Anouk,Modern World,2007,https://www.youtube.com/watch?v=FTabZa3njVs,#MV,2012
Anouk,Nobody's Wife,1997,https://www.youtube.com/watch?v=3RaHTDNude4,#MV,2003
Anouk,One Word,2004,https://www.youtube.com/watch?v=CJfOcUUFbKE,#MV,2007
Anouk,R U Kiddin' Me,1999,https://www.youtube.com/watch?v=59GUpnJWYZw,#MV,2003
Anouk,Sacrifice,1997,https://www.youtube.com/watch?v=3LSTE861_J4,#MV,2011
Anouk,Three Days In A Row,2009,https://www.youtube.com/watch?v=SSFbfBVo_0Q,#MV,2012
Anouk,Woman,2009,https://www.youtube.com/watch?v=-8e7Mt5oNGc,#MV,2016
Arcade Fire,Everything Now,2017,https://www.youtube.com/watch?v=zC30BYR3CUk,#MV,2021
Arctic Monkeys,505,2007,https://www.youtube.com/watch?v=qU9mHegkTc4,#MV,2024
Arctic Monkeys,Do I Wanna Know,2013,https://www.youtube.com/watch?v=bpOSxM0rNPM,#MV,2021
Arctic Monkeys,Fluorescent Adolescent,2007,https://www.youtube.com/watch?v=ma9I9VBKPiw,#MV,2022
Arctic Monkeys,I Bet You Look Good On The Dancefloor,2005,https://www.youtube.com/watch?v=pK7egZaT3hs,#MV,2017
Arctic Monkeys,When The Sun Goes Down,2006,https://www.youtube.com/watch?v=EqkBRVukQmE,#MV,2022
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,https://www.youtube.com/watch?v=8jCFzreP1ng,#MV,2003
Aretha Franklin,I Say A Little Prayer,1968,https://www.youtube.com/watch?v=TDyiREoBw0o,#MV,2021
Aretha Franklin,Respect,1967,https://www.youtube.com/watch?v=6FOUqQt3Kg0,#MV,2005
Aretha Franklin,Think (Blues Brothers Version),1980,https://www.youtube.com/watch?v=Vet6AHmq3_s,#MV,2003
Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),1987,https://www.youtube.com/watch?v=fDxzQJaA228,#MV,2003
Armin Van Buuren & Josh Cumbee,Sunny Days,2017,https://www.youtube.com/watch?v=Nt4fp43U2ys,#MV,2017
Armin Van Buuren & Kensington,Heading Up High,2015,https://www.youtube.com/watch?v=Q2C2V3kac08,#MV,2016
Armin Van Buuren & Trevor Guthrie,This Is What It Feels Like,2013,https://www.youtube.com/watch?v=smzdjWrmUWk,#MV,2013
Art Garfunkel,Bright Eyes,1978,https://www.youtube.com/watch?v=lo-cp1270eQ,#MV,2004
Asaf Avidan,One Day-Reckoning Song (Wankelmut Rmx),2012,https://www.youtube.com/watch?v=KRAMNWzfjcg,#MV,2017
Ashford & Simpson,Solid,1984,https://www.youtube.com/watch?v=w3PoTnkLfxE,#MV,2003
Aswad,Don't Turn Around,1988,https://www.youtube.com/watch?v=xhkNb3XXats,#MV,2003
Avicii,Hey Brother,2013,https://www.youtube.com/watch?v=6Cp6mKbRTQY,#MV,2016
Avicii,Levels,2011,https://www.youtube.com/watch?v=_ovdm2yX4MA,#MV,2013
Avicii,Wake Me Up!,2013,https://www.youtube.com/watch?v=IcrbM1l_BoI,#MV,2013
B-52's,Love Shack,1989,https://www.youtube.com/watch?v=9SOryJvTAGs,#MV,2003
B.B. King,The Thrill Is Gone,1969,https://www.youtube.com/watch?v=oica5jG7FpU,#MV,2021
BAP,Kristallnaach,1983,https://www.youtube.com/watch?v=kK5O1rL0NwE,#MV,2021
Babys,A Piece Of The Action,1978,https://www.youtube.com/watch?v=PjKBntYcI4Y,#MV,2022
Babys,Everytime I Think Of You,1978,https://www.youtube.com/watch?v=nz3m5fOKV5U,#MV,2003
Babys,Isn't It Time,1977,https://www.youtube.com/watch?v=s-c8X52Qg4o,#MV,2003
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,1974,https://www.youtube.com/watch?v=4cia_v4vxfE,#MV,2003
Bad Company,Feel Like Makin' Love,1975,https://www.youtube.com/watch?v=OEPvv9pjIoQ,#MV,2022
Bad English & John Waite,Time Stood Still,1991,https://www.youtube.com/watch?v=O5EQCZ9VB9U,#MV,2003
Bananarama,Venus,1986,https://www.youtube.com/watch?v=d4-1ASpdT1Y,#MV,2003
Band,The Weight,1968,https://www.youtube.com/watch?v=q-w9OclUnns,#MV,2021
Band Aid,Do They Know It's Christmas,1984,https://www.youtube.com/watch?v=bjQzJAKxTrE,#MV,2003
Bangles,Eternal Flame,1989,https://www.youtube.com/watch?v=PSoOFn3wQV4,#MV,2003
Bangles,Hazy Shade Of Winter,1987,https://www.youtube.com/watch?v=TxrwImCJCqk,#MV,2004
Bangles,Manic Monday,1986,https://www.youtube.com/watch?v=SsmVgoXDq2w,#MV,2004
Bangles,Walk Like An Egyptian,1986,https://www.youtube.com/watch?v=Cv6tuzHUuuk,#MV,2003
Barry Ryan,Eloise,1968,https://www.youtube.com/watch?v=-D24yIYiVBc,#MV,2021
Barry White,Let The Music Play,1976,https://www.youtube.com/watch?v=tfFjm-6cbu8,#MV,2003
Barry White,"You're The First, The Last, My Everything",1974,https://www.youtube.com/watch?v=tB54XUhA9_w,#MV,2003
Bastille,Good Grief,2016,https://www.youtube.com/watch?v=ZWCB3hpJDXM,#MV,2016
Bastille,Pompeii,2013,https://www.youtube.com/watch?v=F90Cw4l-8NY,#MV,2013
Bastille,Quarter Past Midnight,2018,https://www.youtube.com/watch?v=X1VzzNbfPaM,#MV,2018
Bastille,Things We Lost In The Fire,2013,https://www.youtube.com/watch?v=MGR4U7W1dZU,#MV,2014
Bastille,World Gone Mad,2017,https://www.youtube.com/watch?v=QOksZ8VogRw,#MV,2018
Beach Boys,God Only Knows,1966,https://www.youtube.com/watch?v=NADx3-qRxek,#MV,2018
Beach Boys,Good Vibrations,1966,https://www.youtube.com/watch?v=Eab_beh07HU,#MV,2003
Beastie Boys,Fight For Your Right,1986,https://www.youtube.com/watch?v=eBShN8qT4lk,#MV,2004
Beastie Boys,Sabotage,1994,https://www.youtube.com/watch?v=z5rRZdiu1UE,#MV,2021
Beatles,A Day In The Life,1967,https://www.youtube.com/watch?v=usNsCeOV4GM,#MV,2003
Beatles,A Hard Day's Night,1964,https://www.youtube.com/watch?v=Yjyj8qnqkYI,#MV,2020
Beatles,Back In The U.S.S.R.,1968,https://www.youtube.com/watch?v=nS5_EQgbuLc,#MV,2019
Beatles,Blackbird,1968,https://www.youtube.com/watch?v=Man4Xw8Xypo,#MV,2019
Beatles,Can't Buy Me Love,1964,https://www.youtube.com/watch?v=h3WJiqc_bEs,#MV,2003
Beatles,Come Together,1969,https://www.youtube.com/watch?v=45cYwDMibGo,#MV,2019
Beatles,Eight Days A Week,1965,https://www.youtube.com/watch?v=kle2xHhRHg4,#MV,2003
Beatles,Eleanor Rigby,1966,https://www.youtube.com/watch?v=HuS5NuXRb5Y,#MV,2021
Beatles,Help!,1965,https://www.youtube.com/watch?v=2Q_ZzBGPdqE,#MV,2019
Beatles,Here Comes The Sun,1969,https://www.youtube.com/watch?v=KQetemT1sWc,#MV,2019
Beatles,Hey Jude,1968,https://www.youtube.com/watch?v=A_MjCqQoLLA,#MV,2003
Beatles,I Am The Walrus,1967,https://www.youtube.com/watch?v=t1Jm5epJr10,#MV,2021
Beatles,Lady Madonna,1968,https://www.youtube.com/watch?v=uLRiGX3L-kw,#MV,2003
Beatles,Let It Be,1970,https://www.youtube.com/watch?v=QDYfEBY9NM4,#MV,2003
Beatles,Penny Lane,1967,https://www.youtube.com/watch?v=S-rB0pHI9fU,#MV,2004
Beatles,Sgt. Pepper's Lonely Hearts Club Band,1967,https://www.youtube.com/watch?v=VtXl8xAPAtA,#MV,2019
Beatles,She's Leaving Home,1967,https://www.youtube.com/watch?v=VaBPY78D88g,#MV,2021
Beatles,Something,1969,https://www.youtube.com/watch?v=UelDrZ1aFeY,#MV,2021
Beatles,Strawberry Fields Forever,1967,https://www.youtube.com/watch?v=HtUH9z_Oey8,#MV,2019
Beatles,The Ballad Of John And Yoko,1969,https://www.youtube.com/watch?v=v-1OgNqBkVE,#MV,2003
Beatles,The Fool On The Hill,1967,https://www.youtube.com/watch?v=sGDuGybCRSE,#MV,2022
Beatles,The Long And Winding Road,1970,https://www.youtube.com/watch?v=fR4HjTH_fTM,#MV,2022
Beatles,While My Guitar Gently Weeps,1968,https://www.youtube.com/watch?v=VJDJs9dumZI,#MV,2020
Beatles,Yesterday,1965,https://www.youtube.com/watch?v=NrgmdOz227I,#MV,2003
Beatles & Billy Preston,Get Back,1969,https://www.youtube.com/watch?v=IKJqecxswCA,#MV,2005
Beckie Bell,Steppin' Out Tonight,1992,https://www.youtube.com/watch?v=tdZ9s3ZCyDE,#MV,2003
Bee Gees,How Deep Is Your Love,1977,https://www.youtube.com/watch?v=XpqqjU7u5Yc,#MV,2003
Bee Gees,More Than A Woman,1977,https://www.youtube.com/watch?v=uQ9_MwZIaoc,#MV,2003
Bee Gees,Night Fever,1978,https://www.youtube.com/watch?v=-ihs-vT9T3Q,#MV,2003
Bee Gees,Nights On Broadway,1975,https://www.youtube.com/watch?v=5wRM-t7wvF0,#MV,2003
Bee Gees,Stayin' Alive,1977,https://www.youtube.com/watch?v=fNFzfwLM72c,#MV,2003
Bee Gees,Words,1968,https://www.youtube.com/watch?v=tccpGP80oik,#MV,2022
Bee Gees,You Should Be Dancing,1976,https://www.youtube.com/watch?v=_JoZS6LgqYI,#MV,2003
Bee Gees,You Win Again,1987,https://www.youtube.com/watch?v=KZY9oYSSjFI,#MV,2004
Belinda Carlisle,Heaven Is A Place On Earth,1988,https://www.youtube.com/watch?v=j2F4INQFjEI,#MV,2003
Belle Stars,Sign Of The Times,1983,https://www.youtube.com/watch?v=lyV-GWhvZoY,#MV,2003
Ben E. King,Stand By Me,1961,https://www.youtube.com/watch?v=einn_UJgGGM,#MV,2023
Ben Howard,Keep Your Head Up,2011,https://www.youtube.com/watch?v=ADP65wbBUpc,#MV,2013
Berlin,Like Flames,1987,https://www.youtube.com/watch?v=bwXlj3zI_8c,#MV,2003
Berlin,Take My Breath Away,1986,https://www.youtube.com/watch?v=Bx51eegLTY8,#MV,2003
Bert Heerink,Julie July,1995,https://www.youtube.com/watch?v=L-K4ShiGpZw,#MV,2003
Beth Hart,L.A. Song (Out Of This Town) (Album Version),1999,https://www.youtube.com/watch?v=_Iok1rwrVxo,#MV,2022
Beth Hart,Leave The Light On,2003,https://www.youtube.com/watch?v=Gqbc0HVJOIA,#MV,2018
Bette Midler,Beast Of Burden (Album Version),1984,https://www.youtube.com/watch?v=zsqf-ORB37Q,#MV,2003
Bette Midler,The Rose,1979,https://www.youtube.com/watch?v=jxvPjuREDpE,#MV,2004
Bette Midler,To Deserve You,1996,https://www.youtube.com/watch?v=EaFpwq5jlPs,#MV,2003
Big Country,Chance,1983,https://www.youtube.com/watch?v=NKkhNV8zn-s,#MV,2021
Big Country,Look Away,1986,https://www.youtube.com/watch?v=enZ3cLD-9kQ,#MV,2021
Big Mountain,"Baby, I Love Your Way",1994,https://www.youtube.com/watch?v=OIgq9spZnhk,#MV,2013
Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,1987,https://www.youtube.com/watch?v=4BQLE_RrTSU,#MV,2003
Bill Withers,Ain't No Sunshine,1971,https://www.youtube.com/watch?v=CICIOJqEb5c,#MV,2018
Bill Withers,Lovely Day,1977,https://www.youtube.com/watch?v=bEeaS6fuUoA,#MV,2003
Billie Eilish,Bad Guy,2019,https://www.youtube.com/watch?v=DyDfgMOUjCI,#MV,2021
Billie Eilish,What Was I Made For,2023,https://www.youtube.com/watch?v=cW8VLC9nnTo,#MV,2023
Billy Idol,Eyes Without A Face,1984,https://www.youtube.com/watch?v=9OFpfTd0EIs,#MV,2003
Billy Idol,Sweet Sixteen,1987,https://www.youtube.com/watch?v=ClxXDfvtoj0,#MV,2004
Billy Joel,Goodnight Saigon,1982,https://www.youtube.com/watch?v=Qjzjhl-QztE,#MV,2003
Billy Joel,Leningrad,1989,https://www.youtube.com/watch?v=LgD_-dRZPgs,#MV,2003
Billy Joel,My Life,1979,https://www.youtube.com/watch?v=h3JFEfdK_Ls,#MV,2004
Billy Joel,New York State Of Mind,1975,https://www.youtube.com/watch?v=iM4LzEcaTK0,#MV,2021
Billy Joel,Piano Man,1973,https://www.youtube.com/watch?v=gxEPV4kolz0,#MV,2003
Billy Joel,Scenes From An Italian Restaurant,1977,https://www.youtube.com/watch?v=Hxx8IWIvKg0,#MV,2021
Billy Joel,She's Always A Woman,1978,https://www.youtube.com/watch?v=Cx3QmqV2pHg,#MV,2004
Billy Joel,Tell Her About It,1983,https://www.youtube.com/watch?v=p0pM5dm--yQ,#MV,2003
Billy Joel,Uptown Girl,1983,https://www.youtube.com/watch?v=hCuMWrfXG4E,#MV,2003
Billy Joel,Vienna,1977,https://www.youtube.com/watch?v=wccRif2DaGs,#MV,2023
Billy Joel,We Didn't Start The Fire,1989,https://www.youtube.com/watch?v=eFTLKWw542g,#MV,2003
Billy Ocean,Caribbean Queen (No More Love On The Run),1984,https://www.youtube.com/watch?v=uxX2gA18grk,#MV,2003
Billy Ocean,"Get Outta My Dreams, Get Into My Car",1988,https://www.youtube.com/watch?v=zNgcYGgtf8M,#MV,2003
Billy Ocean,Loverboy,1985,https://www.youtube.com/watch?v=tyrowWnlNnQ,#MV,2003
Billy Ocean,"When The Going Gets Tough, The Tough Get Going",1986,https://www.youtube.com/watch?v=-n3sUWR4FV4,#MV,2003
Birdy,Skinny Love,2011,https://www.youtube.com/watch?v=aNzCDt2eidg,#MV,2013
Black,Wonderful Life,1987,https://www.youtube.com/watch?v=u1ZoHfJZACA,#MV,2004
Black Crowes,Hard To Handle,1990,https://www.youtube.com/watch?v=BRcs_OzQb14,#MV,2021
Black Crowes,Jealous Again,1991,https://www.youtube.com/watch?v=8V38Qej-3Tw,#MV,2022
Black Crowes,Remedy,1991,https://www.youtube.com/watch?v=BYyRLTveFJQ,#MV,2018
